per capita income,median household income,median family income,population,number of households,state_nums
47984,81946,105341,956283,343561,31
42400,97690,112874,1343765,441955,31
42400,97690,112874,1343765,441955,31
26495,57001,64371,2256400,778630,31
26495,57001,64371,2256400,778630,31
26495,57001,64371,2256400,778630,31
29904,56479,70381,108311,43794,31
28319,56061,73910,154821,58059,31
28319,56061,73910,154821,58059,31
47984,81946,105341,956283,343561,31
28319,56061,73910,154821,58059,31
47984,81946,105341,956283,343561,31
47984,81946,105341,956283,343561,31
32328,59394,81846,305279,122700,31
47984,81946,105341,956283,343561,31
47984,81946,105341,956283,343561,31
32328,59394,81846,305279,122700,31
32328,59394,81846,305279,122700,31
32328,59394,81846,305279,122700,31
28319,56061,73910,154821,58059,31
26495,57001,64371,2256400,778630,31
47984,81946,105341,956283,343561,31
28732,52394,68524,746548,297040,31
24168,52361,61494,63237,24499,31
28732,52394,68524,746548,297040,31
28732,52394,68524,746548,297040,31
28732,52394,68524,746548,297040,31
28746,54242,70143,467202,184855,31
28746,54242,70143,467202,184855,31
28746,54242,70143,467202,184855,31
28746,54242,70143,467202,184855,31
47984,81946,105341,956283,343561,31
28746,54242,70143,467202,184855,31
24165,47765,60526,62029,24078,31
24165,47765,60526,62029,24078,31
24165,47765,60526,62029,24078,31
24165,47765,60526,62029,24078,31
24165,47765,60526,62029,24078,31
24165,47765,60526,62029,24078,31
28746,54242,70143,467202,184855,31
32328,59394,81846,305279,122700,31
28746,54242,70143,467202,184855,31
28732,52394,68524,746548,297040,31
24173,46976,58866,18432,7684,31
47984,81946,105341,956283,343561,31
28732,52394,68524,746548,297040,31
28732,52394,68524,746548,297040,31
28732,52394,68524,746548,297040,31
28732,52394,68524,746548,297040,31
47984,81946,105341,956283,343561,31
28732,52394,68524,746548,297040,31
28732,52394,68524,746548,297040,31
28732,52394,68524,746548,297040,31
47984,81946,105341,956283,343561,31
28732,52394,68524,746548,297040,31
28732,52394,68524,746548,297040,31
28732,52394,68524,746548,297040,31
47984,81946,105341,956283,343561,31
47984,81946,105341,956283,343561,31
47984,81946,105341,956283,343561,31
28732,52394,68524,746548,297040,31
28732,52394,68524,746548,297040,31
47984,81946,105341,956283,343561,31
28732,52394,68524,746548,297040,31
26495,57001,64371,2256400,778630,31
25329,48804,60715,88876,35622,31
42400,97690,112874,1343765,441955,31
28265,51522,60170,4813,1854,31
25991,47955,63523,215465,88376,31
42400,97690,112874,1343765,441955,31
25991,47955,63523,215465,88376,31
26495,57001,64371,2256400,778630,31
42400,97690,112874,1343765,441955,31
26495,57001,64371,2256400,778630,31
42400,97690,112874,1343765,441955,31
42400,97690,112874,1343765,441955,31
26495,57001,64371,2256400,778630,31
25991,47955,63523,215465,88376,31
25991,47955,63523,215465,88376,31
42400,97690,112874,1343765,441955,31
42400,97690,112874,1343765,441955,31
24457,49335,60271,25293,9602,31
24457,49335,60271,25293,9602,31
31823,72569,86133,470223,164609,31
24457,49335,60271,25293,9602,31
26495,57001,64371,2256400,778630,31
42400,97690,112874,1343765,441955,31
31823,72569,86133,470223,164609,31
42400,97690,112874,1343765,441955,31
28265,51522,60170,4813,1854,31
42400,97690,112874,1343765,441955,31
25991,47955,63523,215465,88376,31
33594,72525,88777,297385,107830,31
33594,72525,88777,297385,107830,31
33594,72525,88777,297385,107830,31
26584,53245,65610,32404,12820,31
26582,47380,60935,39181,15919,31
26582,47380,60935,39181,15919,31
42400,97690,112874,1343765,441955,31
26582,47380,60935,39181,15919,31
26582,47380,60935,39181,15919,31
26582,47380,60935,39181,15919,31
26582,47380,60935,39181,15919,31
25991,47955,63523,215465,88376,31
26495,57001,64371,2256400,778630,31
26582,47380,60935,39181,15919,31
26582,47380,60935,39181,15919,31
26582,47380,60935,39181,15919,31
42400,97690,112874,1343765,441955,31
26495,57001,64371,2256400,778630,31
26495,57001,64371,2256400,778630,31
26582,47380,60935,39181,15919,31
25991,47955,63523,215465,88376,31
18441,40853,50781,21382,7104,32
22726,40371,50372,38217,14926,32
32482,55444,68083,947135,366689,32
33166,66006,83568,929214,348627,32
33166,66006,83568,929214,348627,32
32482,55444,68083,947135,366689,32
33166,66006,83568,929214,348627,32
33166,66006,83568,929214,348627,32
32482,55444,68083,947135,366689,32
33166,66006,83568,929214,348627,32
21598,36969,46847,17756,7122,32
32482,55444,68083,947135,366689,32
21557,41731,51391,123382,47330,32
26541,45724,59764,354656,140439,32
23166,43043,53945,152472,60139,32
32482,55444,68083,947135,366689,32
22410,49711,58463,172321,60759,32
22410,49711,58463,172321,60759,32
22081,38828,46528,10599,4431,32
18783,35111,44633,24147,9444,32
26541,45724,59764,354656,140439,32
33166,66006,83568,929214,348627,32
33166,66006,83568,929214,348627,32
18761,45489,53584,48842,16161,32
18783,35111,44633,24147,9444,32
18779,34936,43636,12958,5056,32
32482,55444,68083,947135,366689,32
32482,55444,68083,947135,366689,32
26541,45724,59764,354656,140439,32
22745,46053,55554,40419,14399,32
26541,45724,59764,354656,140439,32
26541,45724,59764,354656,140439,32
26541,45724,59764,354656,140439,32
25854,57159,66626,23880,9121,32
19275,35761,45865,57761,21758,32
33166,66006,83568,929214,348627,32
26839,46438,54220,110324,47600,32
26839,46438,54220,110324,47600,32
17919,31433,37249,21645,8604,32
17905,34987,41930,45120,16640,32
21854,34293,60066,51557,20909,32
26159,44713,56616,241801,100838,32
26159,44713,56616,241801,100838,32
26461,45431,58551,495326,196463,32
26159,44713,56616,241801,100838,32
34465,55569,84770,136057,51403,32
34465,55569,84770,136057,51403,32
34465,55569,84770,136057,51403,32
34465,55569,84770,136057,51403,32
34465,55569,84770,136057,51403,32
26159,44713,56616,241801,100838,32
26461,45431,58551,495326,196463,32
25620,56607,70025,10037,3580,32
26461,45431,58551,495326,196463,32
26467,50329,60413,161297,59468,32
26467,50329,60413,161297,59468,32
23029,40718,56512,170485,66026,32
23029,40718,56512,170485,66026,32
22658,42017,51851,207263,79450,32
17863,33406,41713,24516,8624,32
19154,30164,43210,34969,14256,32
22658,42017,51851,207263,79450,32
25670,44815,57062,107583,45246,32
25670,44815,57062,107583,45246,32
22658,42017,51851,207263,79450,32
25670,44815,57062,107583,45246,32
19052,34285,44587,20792,7731,32
19029,33159,42083,69184,27512,32
26467,50329,60413,161297,59468,32
22880,43084,52681,95571,37726,32
26159,44713,56616,241801,100838,32
19228,34357,46628,82407,31417,32
33166,66006,83568,929214,348627,32
33166,66006,83568,929214,348627,32
33166,66006,83568,929214,348627,32
26319,50139,58530,41339,16234,32
26319,50139,58530,41339,16234,32
33166,66006,83568,929214,348627,32
22549,43083,54218,162975,64580,32
33166,66006,83568,929214,348627,32
18865,31830,43038,27707,10610,32
18932,35297,45874,44963,17252,32
17975,35315,45925,23462,8813,32
31175,57091,66875,64886,26017,32
18408,42279,42048,5771,2148,32
31175,57091,66875,64886,26017,32
26461,45431,58551,495326,196463,32
26319,50139,58530,41339,16234,32
25550,48940,60059,78761,29994,32
25550,48940,60059,78761,29994,32
18340,34432,43178,27243,10722,32
30529,55481,64404,34289,14624,32
21636,40429,49574,47575,19266,32
26159,44713,56616,241801,100838,32
26159,44713,56616,241801,100838,32
26159,44713,56616,241801,100838,32
17937,32329,42607,54251,21550,32
23067,45231,51944,322033,121226,32
26159,44713,56616,241801,100838,32
19240,34420,43512,14782,5945,32
26159,44713,56616,241801,100838,32
19228,34357,46628,82407,31417,32
25550,48940,60059,78761,29994,32
26159,44713,56616,241801,100838,32
22295,49852,54842,58188,19953,32
32482,55444,68083,947135,366689,32
20972,39204,47796,81365,31690,32
20972,39204,47796,81365,31690,32
20912,41495,50537,138265,52300,32
20912,41495,50537,138265,52300,32
20912,41495,50537,138265,52300,32
20912,41495,50537,138265,52300,32
20440,40637,50123,37071,14101,32
21292,42317,49521,39361,15320,32
17236,32384,40322,46534,18254,32
19626,36094,51589,14017,5368,32
20838,35951,47184,27180,11839,32
25247,53551,66058,181415,64713,32
25247,53551,66058,181415,64713,32
25247,53551,66058,181415,64713,32
21311,42703,50910,47063,18969,32
19701,37263,49127,90591,34664,32
19701,37263,49127,90591,34664,32
24260,47141,55689,104041,39931,32
19760,35770,45306,59277,23569,32
19902,38598,49806,20842,8207,32
25247,53551,66058,181415,64713,32
23232,44332,54596,154432,58533,32
20504,42518,54611,60529,23108,32
21014,36951,48568,40362,15609,32
21102,38567,47715,92974,37693,32
21102,38567,47715,92974,37693,32
21084,45450,49819,179935,60071,32
23809,43709,51103,13463,5437,32
19551,36334,42636,67403,27214,32
15343,29806,35861,134535,45154,32
23526,44524,53740,53412,20254,32
19510,35170,40767,11046,4793,32
29679,49835,67938,206403,86010,32
20504,42518,54611,60529,23108,32
16752,33870,39667,26569,9686,32
16971,33960,42351,56049,21021,32
21187,46592,53577,11982,4459,32
16658,34216,38493,4272,1480,32
19479,36496,43557,63687,23336,32
20523,41208,50234,142042,54350,32
21014,36951,48568,40362,15609,32
21014,36951,48568,40362,15609,32
17096,30768,40850,20879,7629,32
17122,34433,42029,59169,22052,32
16752,33870,39667,26569,9686,32
24611,44745,53909,20381,8788,32
19701,37263,49127,90591,34664,32
28894,65892,74132,205426,68211,32
21404,37680,46432,15453,6455,32
23232,44332,54596,154432,58533,32
28894,65892,74132,205426,68211,32
20062,38989,48723,97670,37760,32
20062,38989,48723,97670,37760,32
24536,41557,52014,58951,26608,32
29679,49835,67938,206403,86010,32
20310,44625,54000,118793,40677,32
23213,37892,45633,33859,15340,32
29679,49835,67938,206403,86010,32
21399,41696,51353,61154,23313,32
27496,46534,57328,67198,29158,32
21449,44819,55582,58735,21204,32
23724,43853,54679,13115,5146,32
15679,29592,36073,36201,13047,32
20105,36213,49041,10194,4151,32
20257,38579,45693,17724,7278,32
29347,51853,66448,276494,111276,32
20219,35641,44788,73486,29967,32
20219,35641,44788,73486,29967,32
20219,35641,44788,73486,29967,32
29679,49835,67938,206403,86010,32
27496,46534,57328,67198,29158,32
29347,51853,66448,276494,111276,32
21102,38567,47715,92974,37693,32
24611,44745,53909,20381,8788,32
24260,47141,55689,104041,39931,32
28913,49544,62099,89425,36997,32
24536,41557,52014,58951,26608,32
29347,51853,66448,276494,111276,32
29347,51853,66448,276494,111276,32
23232,44332,54596,154432,58533,32
23757,41781,51702,32894,13981,32
23232,44332,54596,154432,58533,32
28913,49544,62099,89425,36997,32
23232,44332,54596,154432,58533,32
23232,44332,54596,154432,58533,32
29347,51853,66448,276494,111276,32
23232,44332,54596,154432,58533,32
19780,33903,39580,8762,3462,32
29347,51853,66448,276494,111276,32
33078,64866,77366,7377,2666,33
15478,36111,34042,4258,1116,33
33357,55521,67969,2285,1034,33
24644,47359,62298,5264,2178,33
30992,53565,67636,9163,4021,33
27026,46745,70875,67357,27465,33
15502,31336,38763,14176,4750,33
29301,44132,57125,4220,1949,33
32908,53693,70096,2094,1007,33
31178,60847,77143,2512,1041,33
31412,62559,75333,25666,10439,33
31767,66534,80827,8456,3650,33
29950,53381,67132,3859,1741,33
31721,50274,67150,11085,4871,33
28129,41694,59531,2372,1113,33
31455,55735,67159,1976,890,33
28081,48604,63380,11473,4826,33
31502,47798,65859,2328,1101,33
33063,50677,68547,3355,1555,33
32876,61811,82235,83906,34703,33
18162,36491,40821,6721,2291,33
23491,42975,63243,4399,1983,33
33803,68722,76282,8280,3069,33
28331,45343,61367,5593,2573,33
28331,45343,61367,5593,2573,33
28331,45343,61367,5593,2573,33
33788,60500,76346,3786,1438,33
31989,53691,65958,4136,1955,33
27197,45542,63150,2370,1149,33
32028,55904,72946,3952,1754,33
32045,56964,76750,3168,1354,33
32253,71250,81500,1840,753,33
27817,49846,62147,7327,3328,33
27713,53759,72409,16258,6614,33
27690,38477,48816,3521,1634,33
36303,55057,69632,2155,1035,33
30529,52590,74024,154080,65816,33
30529,52590,74024,154080,65816,33
27323,44250,55500,2382,1104,33
27351,50120,65032,21046,8873,33
28557,56580,67738,64008,25173,33
29072,48592,61156,11102,4948,33
28904,50000,57675,2429,1146,33
25427,36066,50887,2791,1308,33
29219,43250,48403,1313,614,33
30432,49839,64792,3101,1474,33
31969,51667,71217,6529,3028,33
29389,60065,69894,27874,11416,33
26137,49788,66076,5472,2283,33
27098,48767,71359,8125,3306,33
26113,36100,64821,1698,754,33
38738,76210,86285,25024,10411,33
30586,61667,74167,738,296,33
27887,49076,60903,1966,827,33
27910,47743,65577,2539,1097,33
37972,57083,69167,876,350,33
22324,40577,51183,68928,28326,34
22324,40577,51183,68928,28326,34
29132,56018,69939,229850,94048,34
29132,56018,69939,229850,94048,34
28283,50877,64693,1181824,468295,34
28283,50877,64693,1181824,468295,34
22257,49404,56337,59390,22361,34
26326,52069,69704,127325,49086,34
20603,37619,45108,28902,11514,34
28283,50877,64693,1181824,468295,34
28283,50877,64693,1181824,468295,34
20603,37619,45108,28902,11514,34
20011,40516,50218,100835,38952,34
20011,40516,50218,100835,38952,34
28283,50877,64693,1181824,468295,34
28283,50877,64693,1181824,468295,34
20071,42165,46476,28587,10859,34
22380,41534,52232,69990,28329,34
22380,41534,52232,69990,28329,34
22382,44448,57009,22582,9284,34
28852,65086,79744,52683,18216,34
28761,60365,71914,198417,73728,34
26326,52069,69704,127325,49086,34
28283,50877,64693,1181824,468295,34
28283,50877,64693,1181824,468295,34
28283,50877,64693,1181824,468295,34
28283,50877,64693,1181824,468295,34
22295,42823,54846,105895,40552,34
22295,42823,54846,105895,40552,34
22295,42823,54846,105895,40552,34
28283,50877,64693,1181824,468295,34
28283,50877,64693,1181824,468295,34
28283,50877,64693,1181824,468295,34
28283,50877,64693,1181824,468295,34
28761,60365,71914,198417,73728,34
22257,49404,56337,59390,22361,34
28283,50877,64693,1181824,468295,34
28283,50877,64693,1181824,468295,34
28283,50877,64693,1181824,468295,34
20537,38841,48708,39935,15690,34
28283,50877,64693,1181824,468295,34
29132,56018,69939,229850,94048,34
28283,50877,64693,1181824,468295,34
28283,50877,64693,1181824,468295,34
29132,56018,69939,229850,94048,34
28283,50877,64693,1181824,468295,34
28283,50877,64693,1181824,468295,34
28283,50877,64693,1181824,468295,34
28283,50877,64693,1181824,468295,34
20526,41274,48818,36862,14495,34
28283,50877,64693,1181824,468295,34
28283,50877,64693,1181824,468295,34
21478,40783,49718,43348,17655,34
20624,42572,53882,66323,24578,34
19405,36356,44755,33034,13288,34
21350,43089,52347,37623,14947,34
21575,42300,53267,107078,42095,34
19437,35379,49280,78952,29452,34
27818,49669,64157,541592,220375,34
27818,49669,64157,541592,220375,34
21310,43264,52836,77802,28308,34
27818,49669,64157,541592,220375,34
27818,49669,64157,541592,220375,34
27818,49669,64157,541592,220375,34
27423,43804,59745,1272533,534476,34
27818,49669,64157,541592,220375,34
27818,49669,64157,541592,220375,34
27818,49669,64157,541592,220375,34
27818,49669,64157,541592,220375,34
27818,49669,64157,541592,220375,34
27818,49669,64157,541592,220375,34
27818,49669,64157,541592,220375,34
27818,49669,64157,541592,220375,34
27818,49669,64157,541592,220375,34
27818,49669,64157,541592,220375,34
27818,49669,64157,541592,220375,34
27818,49669,64157,541592,220375,34
27423,43804,59745,1272533,534476,34
27423,43804,59745,1272533,534476,34
27423,43804,59745,1272533,534476,34
27423,43804,59745,1272533,534476,34
27423,43804,59745,1272533,534476,34
27423,43804,59745,1272533,534476,34
27423,43804,59745,1272533,534476,34
21487,40573,46632,14646,6111,34
27423,43804,59745,1272533,534476,34
27423,43804,59745,1272533,534476,34
19348,39091,46643,43395,16918,34
19348,39091,46643,43395,16918,34
27423,43804,59745,1272533,534476,34
19372,41446,48828,36051,13793,34
27423,43804,59745,1272533,534476,34
27423,43804,59745,1272533,534476,34
27423,43804,59745,1272533,534476,34
27423,43804,59745,1272533,534476,34
27423,43804,59745,1272533,534476,34
21365,41552,53015,62309,24009,34
27423,43804,59745,1272533,534476,34
27423,43804,59745,1272533,534476,34
27423,43804,59745,1272533,534476,34
27423,43804,59745,1272533,534476,34
27423,43804,59745,1272533,534476,34
27423,43804,59745,1272533,534476,34
21206,44341,51674,44604,16380,34
22228,51484,58660,34932,12940,34
21206,44341,51674,44604,16380,34
21206,44341,51674,44604,16380,34
18816,35469,44783,23659,9560,34
19626,40415,52144,31886,11504,34
22075,43764,54219,56376,21651,34
27423,43804,59745,1272533,534476,34
26716,55114,67072,167065,64009,34
26716,55114,67072,167065,64009,34
26716,55114,67072,167065,64009,34
26716,55114,67072,167065,64009,34
20775,40524,50977,85872,33976,34
29681,48593,65392,802481,327914,34
27979,53202,65311,41372,17614,34
29681,48593,65392,802481,327914,34
29681,48593,65392,802481,327914,34
29681,48593,65392,802481,327914,34
29681,48593,65392,802481,327914,34
29681,48593,65392,802481,327914,34
29681,48593,65392,802481,327914,34
29681,48593,65392,802481,327914,34
29681,48593,65392,802481,327914,34
29681,48593,65392,802481,327914,34
29681,48593,65392,802481,327914,34
29681,48593,65392,802481,327914,34
29681,48593,65392,802481,327914,34
26813,56610,69799,369650,134612,34
26813,56610,69799,369650,134612,34
26813,56610,69799,369650,134612,34
30707,65951,77729,173252,65499,34
30707,65951,77729,173252,65499,34
21783,43779,52336,28689,11107,34
21168,39226,48918,30859,11576,34
30707,65951,77729,173252,65499,34
30707,65951,77729,173252,65499,34
30040,58080,73972,162588,62836,34
27031,58786,70352,147110,54309,34
30040,58080,73972,162588,62836,34
27031,58786,70352,147110,54309,34
21932,41835,53602,123387,48458,34
21932,41835,53602,123387,48458,34
21932,41835,53602,123387,48458,34
21932,41835,53602,123387,48458,34
21932,41835,53602,123387,48458,34
21940,46548,55342,53234,20207,34
