per capita income,median household income,median family income,population,number of households,state_nums
22279,37192,46375,1536704,580017,37
26496,56483,67646,523306,194082,37
22279,37192,46375,1536704,580017,37
22279,37192,46375,1536704,580017,37
22279,37192,46375,1536704,580017,37
31791,60826,77057,237449,95286,37
22659,41730,54630,142448,58208,37
22659,41730,54630,142448,58208,37
22659,41730,54630,142448,58208,37
22621,44187,52998,42267,17058,37
13646,36556,45120,7696,2001,37
24195,48482,58479,28177,10992,37
31791,60826,77057,237449,95286,37
24005,49313,58934,52212,19558,37
24189,45202,58451,280518,109675,37
24189,45202,58451,280518,109675,37
22564,41547,50755,17487,7077,37
24189,45202,58451,280518,109675,37
24179,43764,56410,41429,17257,37
26258,49217,62792,170382,70867,37
22426,41834,51472,43294,17450,37
24005,49313,58934,52212,19558,37
31791,60826,77057,237449,95286,37
26496,56483,67646,523306,194082,37
26496,56483,67646,523306,194082,37
22279,37192,46375,1536704,580017,37
22279,37192,46375,1536704,580017,37
22279,37192,46375,1536704,580017,37
22279,37192,46375,1536704,580017,37
22279,37192,46375,1536704,580017,37
22279,37192,46375,1536704,580017,37
22279,37192,46375,1536704,580017,37
22279,37192,46375,1536704,580017,37
22279,37192,46375,1536704,580017,37
22279,37192,46375,1536704,580017,37
22279,37192,46375,1536704,580017,37
22279,37192,46375,1536704,580017,37
26496,56483,67646,523306,194082,37
26496,56483,67646,523306,194082,37
26496,56483,67646,523306,194082,37
26496,56483,67646,523306,194082,37
26496,56483,67646,523306,194082,37
31593,51366,70380,1226933,526004,37
31593,51366,70380,1226933,526004,37
22279,37192,46375,1536704,580017,37
42210,86050,105278,503075,184788,37
42210,86050,105278,503075,184788,37
22906,43546,55348,90374,36823,37
23681,44807,56917,67021,26225,37
42210,86050,105278,503075,184788,37
42210,86050,105278,503075,184788,37
42210,86050,105278,503075,184788,37
42210,86050,105278,503075,184788,37
42210,86050,105278,503075,184788,37
42210,86050,105278,503075,184788,37
23738,45767,55378,31799,13478,37
29600,51482,62248,18379,7233,37
31593,51366,70380,1226933,526004,37
31593,51366,70380,1226933,526004,37
31593,51366,70380,1226933,526004,37
31593,51366,70380,1226933,526004,37
31593,51366,70380,1226933,526004,37
24477,48231,57595,42948,17163,37
22906,43546,55348,90374,36823,37
20739,44183,54961,45874,17193,37
42210,86050,105278,503075,184788,37
41472,79183,99587,804621,307488,37
41472,79183,99587,804621,307488,37
41472,79183,99587,804621,307488,37
41472,79183,99587,804621,307488,37
21902,42389,54945,39720,15776,37
30957,58230,74043,184535,73213,37
30957,58230,74043,184535,73213,37
20794,40384,48222,46698,18711,37
41472,79183,99587,804621,307488,37
41472,79183,99587,804621,307488,37
23661,45241,55063,68614,28525,37
41472,79183,99587,804621,307488,37
22933,43997,56225,88404,34310,37
22923,40964,50855,6419,2402,37
23667,46963,56198,62624,24213,37
42210,86050,105278,503075,184788,37
42210,86050,105278,503075,184788,37
31593,51366,70380,1226933,526004,37
22060,41977,51925,54590,22547,37
27691,59340,68671,57179,21581,37
31593,51366,70380,1226933,526004,37
29266,60097,73386,298439,112189,37
23875,42992,55446,126940,51433,37
31593,51366,70380,1226933,526004,37
29266,60097,73386,298439,112189,37
22192,43597,54418,77341,29791,37
33179,64041,81523,559771,204771,37
31593,51366,70380,1226933,526004,37
22831,44301,55943,116059,46187,37
31593,51366,70380,1226933,526004,37
42210,86050,105278,503075,184788,37
26723,55170,67138,412078,153897,37
26723,55170,67138,412078,153897,37
22747,41410,52800,5000,2144,37
29234,54066,68368,269035,108831,37
29266,60097,73386,298439,112189,37
29266,60097,73386,298439,112189,37
26308,49297,62348,627469,237800,38
26308,49297,62348,627469,237800,38
26308,49297,62348,627469,237800,38
40293,71713,88962,82545,34774,38
33814,62279,80038,165628,68880,38
26308,49297,62348,627469,237800,38
40293,71713,88962,82545,34774,38
38893,71238,93131,49426,19174,38
26308,49297,62348,627469,237800,38
26308,49297,62348,627469,237800,38
40293,71713,88962,82545,34774,38
40293,71713,88962,82545,34774,38
26308,49297,62348,627469,237800,38
26308,49297,62348,627469,237800,38
26308,49297,62348,627469,237800,38
26308,49297,62348,627469,237800,38
37023,72138,91532,126627,49430,38
26308,49297,62348,627469,237800,38
26308,49297,62348,627469,237800,38
26308,49297,62348,627469,237800,38
26308,49297,62348,627469,237800,38
26308,49297,62348,627469,237800,38
26308,49297,62348,627469,237800,38
26308,49297,62348,627469,237800,38
33814,62279,80038,165628,68880,38
26308,49297,62348,627469,237800,38
40293,71713,88962,82545,34774,38
33814,62279,80038,165628,68880,38
38893,71238,93131,49426,19174,38
38893,71238,93131,49426,19174,38
20257,36120,44842,23589,9408,39
24165,52427,59373,184366,65392,39
17350,36413,42070,25408,8563,39
21053,36540,47807,69727,27004,39
13334,25252,30276,10214,3424,39
24165,52427,59373,184366,65392,39
24165,52427,59373,184366,65392,39
24165,52427,59373,184366,65392,39
24437,40131,51852,60280,23115,39
23904,41394,49753,74419,30106,39
24002,42431,51252,276688,113490,39
21182,41788,54279,119483,43971,39
21182,41788,54279,119483,43971,39
24437,40131,51852,60280,23115,39
17140,31252,40989,46452,17622,39
21182,41788,54279,119483,43971,39
30158,50792,65394,358736,143717,39
30158,50792,65394,358736,143717,39
24495,53857,62753,139802,50321,39
24769,44509,56150,161710,63388,39
30158,50792,65394,358736,143717,39
30158,50792,65394,358736,143717,39
24437,40131,51852,60280,23115,39
21003,42217,51067,77946,28956,39
20753,43861,53879,26698,9108,39
20340,41366,48603,107645,39373,39
19725,38514,44705,19895,7020,39
30158,50792,65394,358736,143717,39
14988,28817,33952,31661,11744,39
30158,50792,65394,358736,143717,39
14845,25849,39346,33944,11621,39
16531,29149,38974,32695,12049,39
14740,27373,36935,18890,6737,39
24002,42431,51252,276688,113490,39
20105,36323,46150,68346,26609,39
24002,42431,51252,276688,113490,39
24002,42431,51252,276688,113490,39
24002,42431,51252,276688,113490,39
24002,42431,51252,276688,113490,39
14577,28297,31440,28542,9779,39
17665,31410,40172,34652,12690,39
26553,53740,66256,230934,86483,39
22432,41910,51660,137393,51332,39
26886,54061,66099,266575,103742,39
26886,54061,66099,266575,103742,39
26886,54061,66099,266575,103742,39
18902,31483,43317,15814,5883,39
19332,34233,42588,20840,7470,39
22432,41910,51660,137393,51332,39
17687,34110,42038,91836,34180,39
25763,48359,62935,389708,143874,39
22432,41910,51660,137393,51332,39
26886,54061,66099,266575,103742,39
25763,48359,62935,389708,143874,39
26886,54061,66099,266575,103742,39
21889,42919,52662,286789,107350,39
18240,34202,43439,55587,20762,39
19037,32556,41390,28594,11854,39
22638,43765,52593,61918,24084,39
26553,53740,66256,230934,86483,39
32503,57316,66878,165354,64417,39
19153,37383,44778,66457,25184,39
23023,40704,49517,15109,6163,39
21591,41718,53963,37514,14254,39
32503,57316,66878,165354,64417,39
32503,57316,66878,165354,64417,39
21889,42919,52662,286789,107350,39
18862,35231,43818,22399,8416,39
25763,48359,62935,389708,143874,39
18862,35231,43818,22399,8416,39
18769,33233,41716,38453,14905,39
26643,49022,61768,459857,175149,39
22150,40028,48283,10091,4069,39
26643,49022,61768,459857,175149,39
25763,48359,62935,389708,143874,39
26643,49022,61768,459857,175149,39
26643,49022,61768,459857,175149,39
26643,49022,61768,459857,175149,39
26643,49022,61768,459857,175149,39
18134,35947,47211,25233,9809,39
32503,57316,66878,165354,64417,39
22081,41579,53856,188480,73296,39
22081,41579,53856,188480,73296,39
25763,48359,62935,389708,143874,39
18098,33103,42089,32879,12368,39
15558,30710,37277,5419,1687,40
24205,46597,64375,4657,1683,40
26380,52345,66555,173108,67623,40
27138,51398,64824,36982,15590,40
21744,41332,58006,10197,4015,40
26380,52345,66555,173108,67623,40
20941,40980,55508,7048,2501,40
26380,52345,66555,173108,67623,40
22596,37240,44650,2432,1045,40
16275,37607,40282,3431,1059,40
26380,52345,66555,173108,67623,40
28356,50074,61917,8306,3731,40
22247,44353,56354,1330,527,40
26195,47813,67292,1387,549,40
26590,46591,54300,2055,882,40
28323,49200,58529,3000,1258,40
23041,36719,43160,4247,1986,40
26027,47679,59671,3433,1429,40
23069,41453,54219,2370,930,40
26180,44556,53750,2323,1051,40
23624,37667,58910,7001,3138,40
20595,38173,61750,13953,5145,40
25915,41826,59449,5477,2342,40
31288,48477,60083,2355,1053,40
25582,47214,63037,27439,11566,40
15760,35109,36023,2072,698,40
25754,47198,64120,1944,807,40
24597,48341,62438,19622,8471,40
14262,30880,37250,4078,1185,40
21928,45284,57078,5286,2094,40
26505,52703,66106,5605,2186,40
25751,38362,56429,2943,1364,40
25775,49831,65179,4051,1589,40
27000,50833,64273,102752,40723,40
27015,48936,66652,11564,4655,40
24554,48896,57699,7307,3159,40
20586,47596,61713,3804,1423,40
25823,48384,62583,2348,1051,40
19030,40102,51780,9176,3191,40
20595,38173,61750,13953,5145,40
26110,42451,59403,7239,2937,40
22670,47191,57684,10210,3646,40
23624,37667,58910,7001,3138,40
27000,50833,64273,102752,40723,40
30933,54620,61083,2966,1273,40
8768,25648,26029,13829,2867,40
20319,46224,51196,3116,1056,40
25233,55563,63659,5925,2041,40
23504,46667,56389,2722,1102,40
27525,51632,64432,4362,1789,40
25375,49324,58193,25914,10083,40
11405,30962,31301,1966,542,40
36167,63468,74758,14575,5758,40
30218,54524,69345,1420,606,40
10575,31934,32671,9783,2680,40
23377,44808,53854,981,438,40
27682,51791,62624,6460,2686,40
24025,42196,58207,17663,7343,40
27268,52578,67897,22518,8698,40
23270,39324,48547,5571,2530,40
23105,46896,61219,32295,11979,40
12339,32708,32273,2821,803,40
27498,43273,66387,24305,10597,40
23197,55815,64375,3377,1037,40
30284,59338,83474,17238,6992,40
24152,35729,50938,1435,679,40
27485,51373,61858,5142,2311,40
27878,49055,65089,3635,1431,40
34839,74751,85666,46693,17250,40
27498,43273,66387,24305,10597,40
30284,59338,83474,17238,6992,40
25406,51925,62026,8344,3461,40
23126,39761,48450,5669,2511,40
27757,48911,61063,6522,2624,40
18952,36741,46526,32080,12096,41
24561,43620,55940,75263,30548,41
28467,47335,58535,638395,256745,41
25549,46250,57213,932919,343517,41
20662,37357,46066,56759,23348,41
20402,38343,47987,49664,19205,41
25549,46250,57213,932919,343517,41
21208,38953,47037,38239,15100,41
19801,35545,43400,68679,28677,41
23936,42223,52729,53765,22117,41
17933,32364,41071,22653,9003,41
21606,37482,44208,18875,7037,41
19998,38495,47011,29214,11766,41
19744,39410,48576,52338,20313,41
19744,39410,48576,52338,20313,41
23283,41617,54519,98261,35713,41
20739,42291,51921,30818,11578,41
19801,35545,43400,68679,28677,41
28201,56618,65276,38502,14535,41
23459,52446,61433,39213,14421,41
18714,34542,43094,18531,7099,41
18205,34474,42357,25986,9729,41
17706,33198,44653,16996,6093,41
28467,47335,58535,638395,256745,41
15758,32326,38356,27794,9686,41
15747,33443,39993,12853,4556,41
17121,28401,35842,22154,8206,41
21942,35184,42159,5095,2388,41
15683,26814,35507,13657,5359,41
21261,39596,50162,62721,24315,41
25355,42075,52949,123891,51771,41
23809,52792,60073,66623,24136,41
17426,34399,40717,19177,7406,41
20449,38280,47551,27934,10930,41
22242,43649,50704,91295,36815,41
22242,43649,50704,91295,36815,41
23850,39479,50725,156741,66239,41
23850,39479,50725,156741,66239,41
22239,36950,48836,32293,13473,41
17476,30573,39065,35596,14917,41
14975,30973,41966,26897,8690,41
20517,33709,47920,72702,28980,41
23307,46170,59462,6347,2416,41
22183,42846,54492,18392,7396,41
20491,43034,52030,7843,2899,41
22766,45336,55558,81821,32144,41
27795,55509,64806,163724,60835,41
25368,36258,46973,11695,5066,41
23788,45991,56626,123722,48728,41
19450,33547,41019,5562,2097,41
28467,47335,58535,638395,256745,41
28467,47335,58535,638395,256745,41
25549,46250,57213,932919,343517,41
18539,35271,44637,8375,3423,41
20619,39745,49107,51759,19797,41
28467,47335,58535,638395,256745,41
28467,47335,58535,638395,256745,41
21399,41268,49631,28214,11226,41
28467,47335,58535,638395,256745,41
12042,27115,36926,7773,2201,41
14326,23892,30776,6737,2835,41
18817,41875,52983,17151,5936,41
19403,35150,47672,11706,4776,41
17214,32845,39661,7861,3187,41
20566,40689,48333,13790,5383,41
27795,55509,64806,163724,60835,41
27864,60390,70024,116948,42800,41
27229,46702,60329,340973,135496,41
20357,37618,50394,53011,21019,41
17751,34397,42415,12049,4750,41
20152,32292,44029,18254,7601,41
25549,46250,57213,932919,343517,41
20127,33622,41225,26011,9934,41
18347,34604,43587,22109,8815,41
19136,37368,47649,41927,15862,41
18583,33229,42766,31915,12553,41
25549,46250,57213,932919,343517,41
19547,35273,50628,34779,13797,41
19531,34641,43922,39861,15366,41
18428,33452,41545,26066,9736,41
21141,37188,43611,56589,23764,41
21153,42383,52301,19134,7263,41
19643,37595,44907,44857,17523,41
25549,46250,57213,932919,343517,41
41292,89779,104796,188935,66364,41
41292,89779,104796,188935,66364,41
25549,46250,57213,932919,343517,41
20900,39467,46784,31566,12462,41
20274,39074,46076,16723,6740,41
20899,36434,49238,14333,5616,41
18383,39581,47683,24428,8846,41
16470,29609,36866,18158,6921,41
27229,46702,60329,340973,135496,41
25077,55401,66755,269407,96731,41
25077,55401,66755,269407,96731,41
27229,46702,60329,340973,135496,41
16867,29727,36659,7816,3281,41
17747,37631,45434,21964,7455,41
25549,46250,57213,932919,343517,41
27229,46702,60329,340973,135496,41
21649,41083,50351,100070,37603,41
25549,46250,57213,932919,343517,41
27229,46702,60329,340973,135496,41
27229,46702,60329,340973,135496,41
20152,32292,44029,18254,7601,41
16812,31943,39284,40553,15959,41
25077,55401,66755,269407,96731,41
27229,46702,60329,340973,135496,41
23054,52423,59729,61298,21574,41
21701,39781,51250,13313,5292,41
18387,33386,42800,11527,4493,41
16454,29192,37837,17943,7348,41
22380,49617,57117,177640,64026,41
41292,89779,104796,188935,66364,41
18330,35049,45351,28525,11022,41
28136,47694,64310,436983,181100,41
28136,47694,64310,436983,181100,41
28136,47694,64310,436983,181100,41
28136,47694,64310,436983,181100,41
28136,47694,64310,436983,181100,41
28136,47694,64310,436983,181100,41
28136,47694,64310,436983,181100,41
22398,42904,48711,40985,16067,41
17009,35306,42307,22416,8544,41
28136,47694,64310,436983,181100,41
28136,47694,64310,436983,181100,41
25549,46250,57213,932919,343517,41
28136,47694,64310,436983,181100,41
25549,46250,57213,932919,343517,41
28136,47694,64310,436983,181100,41
21811,41571,51120,33411,13438,41
27045,51074,60003,49188,19543,41
18456,33033,39526,16398,6892,41
21547,44318,51398,49926,18647,41
25549,46250,57213,932919,343517,41
19303,40759,47774,45339,16402,41
18664,36066,43693,14576,5619,41
19018,31842,41010,57438,24079,41
25549,46250,57213,932919,343517,41
14222,34146,36884,790646,217691,42
14222,34146,36884,790646,217691,42
29081,67603,79880,319493,107717,42
14553,39449,41410,254829,67372,42
14710,33179,36332,410710,117836,42
29017,57978,64934,3379,1115,42
29081,67603,79880,319493,107717,42
20104,35598,47101,30344,11836,42
18695,28390,41014,8855,3275,42
29124,58529,73144,123062,48080,42
14222,34146,36884,790646,217691,42
18253,31215,41250,2213,871,42
18676,46139,48681,7121,2358,42
20045,37849,45989,12869,4949,42
13307,26756,36632,6921,1864,42
32911,67766,79541,472162,163462,42
32980,65839,77324,112083,41954,42
14345,21865,28558,7225,2439,42
11584,24927,27552,61351,15949,42
18744,36727,45304,13921,4803,42
20157,50543,58214,1358,458,42
20150,40375,52482,5237,1929,42
50042,71607,76250,649,225,42
18379,40157,44619,813015,255573,42
18379,40157,44619,813015,255573,42
12828,25625,32930,11849,3654,42
11313,25886,31592,22039,5499,42
18730,34555,44343,14460,5091,42
20181,34131,40917,11740,3901,42
18495,40653,52077,58262,16378,42
13668,31395,34762,54880,15714,42
19965,45612,58661,35297,11010,42
19976,51411,58654,4070,857,42
18762,32963,37827,10604,4161,42
14142,22545,25304,3394,1096,42
17479,34902,41173,26578,8619,42
14710,33179,36332,410710,117836,42
16671,31109,37267,14164,4460,42
16486,32908,43216,17719,5600,42
19212,36121,42775,5271,1805,42
19612,39940,45162,21619,8224,42
19176,37079,45781,12415,4475,42
34084,85297,94931,608939,191406,42
16330,37617,55377,68110,20558,42
17867,40450,45452,48730,15082,42
34068,68750,88438,87,33,42
33855,74155,90086,687857,243394,42
16700,33257,45375,3589,1195,42
30692,64515,78626,118478,42322,42
19090,33119,46557,23365,7889,42
19090,33119,46557,23365,7889,42
19090,33119,46557,23365,7889,42
19090,33119,46557,23365,7889,42
16227,37105,43793,2345,838,42
16175,47540,56979,6356,1588,42
19090,33119,46557,23365,7889,42
19090,33119,46557,23365,7889,42
19090,33119,46557,23365,7889,42
33855,74155,90086,687857,243394,42
17880,36753,45110,7807,2604,42
30926,61877,76204,296669,110032,42
16848,43690,50229,32281,8539,42
19268,36020,45503,13829,5162,42
17516,36681,44403,10270,3542,42
17532,41444,47763,19307,6191,42
17371,38650,43458,3068,1039,42
36172,67321,83333,1030,374,42
35827,73410,86750,34951,12760,42
35827,73410,86750,34951,12760,42
19396,34295,45208,3731,1557,42
19357,49819,56459,75966,20416,42
19356,42939,50325,32360,10725,42
19352,38823,49121,23417,7929,42
30031,50923,63672,7281,3028,42
17677,39714,51946,13771,4414,42
37839,82762,97421,811308,289752,42
37839,82762,97421,811308,289752,42
37839,82762,97421,811308,289752,42
37839,82762,97421,811308,289752,42
19304,44943,47096,10159,3215,42
19498,37855,45690,45620,16980,42
30140,72489,82601,35570,12147,42
30117,53668,65457,25003,10655,42
30097,51766,63000,5526,2319,42
30046,55754,64873,51756,20758,42
34617,86119,92837,81020,26820,42
30926,61877,76204,296669,110032,42
30926,61877,76204,296669,110032,42
30926,61877,76204,296669,110032,42
19861,37951,46243,121526,42751,42
29544,56379,66513,3959,1440,42
18004,41191,45971,36150,11624,42
18009,37743,45678,6050,2035,42
31578,39479,68750,837,403,42
18828,35845,40000,1182,433,42
33672,62993,72635,142289,50644,42
33634,44094,60285,19223,8519,42
19899,42862,55603,14916,4497,42
18801,38378,46797,50865,17422,42
18918,40566,48275,32052,11241,42
15467,40571,44980,13775,3542,42
33206,58025,73951,1063248,411876,42
15131,41732,49303,13689,3743,42
33206,58025,73951,1063248,411876,42
33206,58025,73951,1063248,411876,42
33206,58025,73951,1063248,411876,42
33206,58025,73951,1063248,411876,42
33206,58025,73951,1063248,411876,42
14827,41297,51219,20079,5641,42
14710,33179,36332,410710,117836,42
14710,33179,36332,410710,117836,42
15157,43438,59643,524,159,42
19829,36377,45750,4087,1745,42
31135,69107,98409,1176,409,42
31070,71803,82568,441445,154948,42
16175,29634,36559,7579,2616,42
19014,31712,42371,12709,5052,42
19004,33006,45593,3310,1177,42
19002,36806,46282,15087,5527,42
19673,44152,51289,38465,11593,42
31070,71803,82568,441445,154948,42
31070,71803,82568,441445,154948,42
31070,71803,82568,441445,154948,42
31070,71803,82568,441445,154948,42
19708,36402,40595,8046,2588,42
17931,33885,38438,3348,1127,42
31070,71803,82568,441445,154948,42
31070,71803,82568,441445,154948,42
18967,31373,37887,8744,3478,42
29836,65000,76250,321,126,42
19740,47228,54581,76013,24844,42
31070,71803,82568,441445,154948,42
19752,40895,44301,6854,2375,42
31070,71803,82568,441445,154948,42
15936,42045,53022,9388,2748,42
19770,51181,53653,22029,6820,42
31070,71803,82568,441445,154948,42
15863,35849,38823,17522,4805,42
14710,33179,36332,410710,117836,42
18959,38187,42379,6056,2164,42
27899,53137,60594,4182285,1434694,42
23236,42568,53650,252157,92634,42
20859,42607,49643,4956,1555,42
28134,55269,70625,8537,3193,42
26873,58651,75729,164144,56459,42
26873,58651,75729,164144,56459,42
22015,43839,54440,2070,838,42
21995,40900,48789,78636,29732,42
28055,50357,58875,1603,654,42
28021,33445,56656,3678,1798,42
20982,41354,47396,87042,30668,42
21984,50565,61002,23115,7973,42
26953,42476,55880,23627,9834,42
21946,44478,55233,10989,4232,42
21016,42829,49681,11603,3882,42
23872,50475,57050,3840,1375,42
21089,34639,39241,1546,709,42
21936,48185,58977,3048,949,42
21920,43439,51707,52515,19064,42
26958,49056,60341,2311,989,42
26979,44429,58875,18395,7186,42
21904,42411,57961,3620,1280,42
21125,34914,44271,18465,6872,42
21126,37081,44129,25677,9781,42
27032,48015,60929,24662,9999,42
24954,61194,67995,105220,34922,42
24839,46875,56016,913,401,42
26873,58651,75729,164144,56459,42
24816,57535,65392,152384,52044,42
26827,65026,73125,6158,2337,42
26816,49481,55113,2412481,858332,42
28189,45523,61723,10611,4304,42
28189,45523,61723,10611,4304,42
22223,36857,48886,5885,2425,42
26633,61250,65600,3441,1178,42
26781,49487,68598,10562,4036,42
26816,49481,55113,2412481,858332,42
26816,49481,55113,2412481,858332,42
24253,50112,58289,1753238,604698,42
24253,50112,58289,1753238,604698,42
26816,49481,55113,2412481,858332,42
24253,50112,58289,1753238,604698,42
24253,50112,58289,1753238,604698,42
26816,49481,55113,2412481,858332,42
24253,50112,58289,1753238,604698,42
24253,50112,58289,1753238,604698,42
24253,50112,58289,1753238,604698,42
24253,50112,58289,1753238,604698,42
24253,50112,58289,1753238,604698,42
24253,50112,58289,1753238,604698,42
26816,49481,55113,2412481,858332,42
24253,50112,58289,1753238,604698,42
24253,50112,58289,1753238,604698,42
26816,49481,55113,2412481,858332,42
26816,49481,55113,2412481,858332,42
26816,49481,55113,2412481,858332,42
26823,61635,76357,1773,647,42
23720,46454,55394,20269,6948,42
27899,53137,60594,4182285,1434694,42
27899,53137,60594,4182285,1434694,42
23671,47057,54483,344257,123915,42
27721,53806,60395,4058,1445,42
23671,47057,54483,344257,123915,42
21670,39586,52201,38744,14383,42
21660,41922,53085,237316,84862,42
21655,42279,54696,6371,2457,42
24566,65750,75527,6076,1748,42
21640,45752,55414,53508,17772,42
21639,44375,49308,5841,2179,42
21606,43657,52124,35295,13303,42
27238,64571,71234,43753,15157,42
23712,44545,57722,111969,42286,42
21572,52910,56868,18019,5437,42
21389,49340,55545,7998,2654,42
23773,44397,56425,282633,105277,42
23773,44397,56425,282633,105277,42
27375,39500,56591,616,254,42
21529,45651,56139,17201,6258,42
23773,44397,56425,282633,105277,42
23773,44397,56425,282633,105277,42
27504,46865,59531,4034,1699,42
27502,43424,53145,4566,1895,42
23773,44397,56425,282633,105277,42
23773,44397,56425,282633,105277,42
27429,57825,76563,15554,5217,42
21709,40601,48008,16574,5851,42
27899,53137,60594,4182285,1434694,42
23655,41670,51399,28017,10491,42
24348,45146,55408,20776,8079,42
27899,53137,60594,4182285,1434694,42
27899,53137,60594,4182285,1434694,42
27899,53137,60594,4182285,1434694,42
24787,50648,70556,3316,1078,42
24736,49507,59926,82372,31162,42
27899,53137,60594,4182285,1434694,42
27899,53137,60594,4182285,1434694,42
24733,46107,53569,26669,9425,42
27899,53137,60594,4182285,1434694,42
23629,48992,55668,7260,2709,42
27899,53137,60594,4182285,1434694,42
21182,40769,52184,35051,13395,42
27899,53137,60594,4182285,1434694,42
27899,53137,60594,4182285,1434694,42
21201,37679,45765,12644,4067,42
21738,43504,54327,22777,8388,42
24700,50364,56062,88068,32072,42
24700,50364,56062,88068,32072,42
21236,39776,48865,37942,13405,42
21248,37391,49860,24503,9330,42
24299,44149,54765,19351,7711,42
27800,56452,68419,8853,3342,42
27796,40477,55893,9244,4152,42
24325,49038,64836,9012,2972,42
21720,38310,58863,197642,70239,42
24699,44231,55267,19668,8038,42
26525,52453,61317,23877,8873,42
21468,40104,50524,49751,19416,42
24253,50112,58289,1753238,604698,42
23423,49277,58034,19937,7289,42
25123,51534,66352,16603,6078,42
22876,44502,54284,19657,7251,42
25867,53776,66788,10651,4216,42
22860,47513,56620,17014,5846,42
22857,50060,58115,316144,104049,42
25884,53265,64760,28573,10615,42
20431,37246,46690,14340,4865,42
22855,44902,57957,13535,5201,42
23070,44858,55675,33863,12244,42
25884,53265,64760,28573,10615,42
25559,53013,64383,54945,20633,42
22847,41576,48250,3061,1174,42
24998,48115,58125,43230,16588,42
20452,40585,47588,41217,13728,42
20288,39248,45275,19920,6638,42
20254,40417,49398,35797,13095,42
20535,41728,50128,9493,3509,42
22709,42125,55000,3924,1518,42
20373,41658,45604,13371,5161,42
24086,39286,42368,1623,758,42
23418,49528,62062,14201,5212,42
23067,40655,48894,8410,3029,42
25662,61952,69685,152020,51016,42
25662,61952,69685,152020,51016,42
25663,56005,63661,59894,20487,42
23342,51750,61250,74730,25432,42
22953,51750,57391,3323,1218,42
23373,50657,56069,65210,22147,42
23381,47027,56167,21503,7870,42
20337,31967,46207,10439,4563,42
22911,42346,53995,92851,33808,42
20248,47532,58160,7057,2374,42
23382,49964,60121,10467,3736,42
20337,44355,52392,33819,11814,42
20362,36777,50952,65085,23586,42
22837,42971,52514,131500,49016,42
22837,42971,52514,131500,49016,42
25626,47432,60259,212227,78459,42
23383,44731,51838,21986,8374,42
23389,43096,51190,36639,13260,42
25626,47432,60259,212227,78459,42
25186,50067,59160,38484,14466,42
20307,43994,56398,26663,8848,42
20310,40411,51702,41185,14517,42
24064,45525,56869,122258,45292,42
23129,43649,52446,42089,15800,42
22651,44213,51540,4891,1817,42
20193,47543,53016,45714,15095,42
26184,61958,71325,135940,46409,42
26184,61958,71325,135940,46409,42
26184,61958,71325,135940,46409,42
26184,61958,71325,135940,46409,42
20677,39194,50653,8302,2967,42
22519,48929,62500,2064,748,42
22483,46600,58447,39640,14286,42
20202,33750,44152,1133,491,42
20697,36250,50560,1615,605,42
23236,45675,55113,66467,23415,42
22413,55326,61952,46512,15284,42
24253,50112,58289,1753238,604698,42
22412,50097,59684,43836,13601,42
22341,44858,55101,86455,30756,42
26334,43601,55152,49696,20357,42
26407,40795,60684,3271,1436,42
22291,50417,60625,4484,1571,42
22278,42568,52953,10836,3938,42
24253,50112,58289,1753238,604698,42
28266,56853,67436,1848423,659736,42
28266,56853,67436,1848423,659736,42
28266,56853,67436,1848423,659736,42
20578,38401,53558,2382,913,42
24170,44452,54609,16802,6349,42
23129,43649,52446,42089,15800,42
20245,47019,58525,15590,4588,42
23141,44891,56565,132588,49304,42
24003,46429,57313,121292,46559,42
23992,44742,53835,18094,7012,42
25436,47277,56875,3362,1445,42
25364,49215,63387,20533,8405,42
24063,42429,54167,1363,578,42
28266,56853,67436,1848423,659736,42
20235,37667,45546,10439,3818,42
24247,51466,59067,141542,49962,42
24253,50112,58289,1753238,604698,42
28266,56853,67436,1848423,659736,42
23969,49150,57703,5566,1983,42
23174,44548,48963,7327,2818,42
24253,50112,58289,1753238,604698,42
24253,50112,58289,1753238,604698,42
28266,56853,67436,1848423,659736,42
20327,40795,47493,47883,17466,42
23106,54974,62642,233871,79525,43
21472,49279,55881,141902,46826,43
18108,55247,57207,10300,3016,43
17839,42369,49829,46435,15435,43
26274,80337,87922,9692,2860,43
26103,60555,70215,1048314,344089,43
26103,60555,70215,1048314,344089,43
26103,60555,70215,1048314,344089,43
26103,60555,70215,1048314,344089,43
26103,60555,70215,1048314,344089,43
21989,45357,50429,5123,1890,43
26103,60555,70215,1048314,344089,43
26103,60555,70215,1048314,344089,43
26103,60555,70215,1048314,344089,43
26103,60555,70215,1048314,344089,43
26103,60555,70215,1048314,344089,43
26103,60555,70215,1048314,344089,43
26035,69707,76888,311886,95238,43
22811,46917,67898,830,305,43
16959,38500,50179,1791,570,43
23558,45888,62627,9269,3633,43
25777,65050,70303,24542,7602,43
23411,57683,63048,19109,6850,43
19115,46229,53997,20798,7146,43
21720,57292,62898,50160,16207,43
17811,48369,58486,27930,7781,43
22252,61412,66201,59120,18281,43
24154,48540,58883,7176,3077,43
19415,46660,56184,6529,2112,43
23805,62067,65922,33722,11007,43
15476,40492,46615,14795,4216,43
19972,49238,59266,12543,4101,43
20074,49506,57220,114181,35375,43
20074,49506,57220,114181,35375,43
20137,52763,60948,10895,3598,43
20155,44724,59397,21227,7764,43
24258,50000,65250,2279,664,43
