County,State,per capita income,median household income,median family income,population,number of households,x,y,Has Market,state_nums
"VA, Rockbridge",Virginia,25638,48313,59165,22345,9234,-79.443161,37.784939,1.0,45
"VA, Rockbridge",Virginia,25638,48313,59165,22345,9234,-79.452072,37.629238,1.0,45
"VA, Giles",Virginia,23485,45141,54697,17111,7167,-80.719215,37.326042,1.0,45
"VA, Poquoson City",Virginia,38444,81892,98848,12117,4591,0.0,0.0,0.0,45
"VA, Roanoke City",Virginia,23295,38145,48879,97355,42494,-79.97789,37.264874,1.0,45
"VA, Suffolk City",Virginia,29135,66085,78565,84842,30492,0.0,0.0,0.0,45
"VA, Arlington",Virginia,62018,103208,139244,214861,94454,-77.071213,38.896145,1.0,45
"VA, Arlington",Virginia,62018,103208,139244,214861,94454,-77.04933199999998,38.856361,1.0,45
"VA, Hopewell City",Virginia,20388,37933,47214,22429,8766,0.0,0.0,0.0,45
"VA, King George",Virginia,34234,81753,90752,24151,8314,-77.202797,38.276779,1.0,45
"VA, Northampton",Virginia,23473,33635,52742,12339,5149,0.0,0.0,0.0,45
"VA, Arlington",Virginia,62018,103208,139244,214861,94454,-77.12847099999998,38.904308,1.0,45
"VA, Nottoway",Virginia,19337,36607,52837,15862,5673,-78.00808,37.077438,1.0,45
"VA, Page",Virginia,22355,42906,49682,23975,9623,-78.461761,38.662842,1.0,45
"VA, Louisa",Virginia,26956,54518,66882,33384,13046,-77.90778399999998,38.012165,1.0,45
"VA, Halifax",Virginia,20929,34659,45024,35938,14770,-78.900131,36.697453,1.0,45
"VA, Staunton City",Virginia,24753,38501,61671,23989,10495,0.0,0.0,0.0,45
"VA, Goochland",Virginia,45039,80976,92042,21565,8058,-77.685333,37.671906,1.0,45
"VA, Galax City",Virginia,21769,30325,47297,6977,3018,0.0,0.0,0.0,45
"VA, Radford City",Virginia,16181,30714,57450,16705,5516,0.0,0.0,0.0,45
"VA, Fairfax City",Virginia,44345,97242,113538,23027,8492,0.0,0.0,0.0,45
"VA, Greensville",Virginia,16380,39697,47517,12078,3389,0.0,0.0,0.0,45
"VA, Appomattox",Virginia,23636,50167,59252,15054,5803,-78.82684300000003,37.353214,1.0,45
"VA, Lancaster",Virginia,30737,49248,66189,11303,5182,0.0,0.0,0.0,45
"VA, Wise",Virginia,19107,36218,46628,41154,15406,-82.578255,36.976875,1.0,45
"VA, Wise",Virginia,19107,36218,46628,41154,15406,-82.707138,36.909824,1.0,45
"VA, Loudoun",Virginia,46565,122238,133550,326477,106997,-77.5494,38.938774,1.0,45
"VA, Wise",Virginia,19107,36218,46628,41154,15406,-82.775246,36.868183,1.0,45
"VA, Appomattox",Virginia,23636,50167,59252,15054,5803,-78.826599,37.353165,1.0,45
"VA, Greene",Virginia,26998,59358,70074,18577,6897,-78.38414,38.233856,1.0,45
"VA, Richmond City",Virginia,27184,40496,48681,207878,84833,-77.433548,37.534046,1.0,45
"VA, Dinwiddie",Virginia,23781,52027,58543,27977,9932,0.0,0.0,0.0,45
"VA, Halifax",Virginia,20929,34659,45024,35938,14770,-78.92836,36.763168,1.0,45
"VA, Wise",Virginia,19107,36218,46628,41154,15406,-82.463127,36.943218,1.0,45
"VA, Brunswick",Virginia,16060,36293,45838,17220,5826,-77.85321,36.752007,1.0,45
"VA, Salem City",Virginia,26661,48733,60742,24950,9908,0.0,0.0,0.0,45
"VA, Isle of Wight",Virginia,30903,63942,77524,35373,13560,-76.631279,36.981724,1.0,45
"VA, Goochland",Virginia,45039,80976,92042,21565,8058,-78.05635799999997,37.740097,1.0,45
"VA, Spotsylvania",Virginia,31360,78345,87374,124319,41709,-77.559525,38.289909,1.0,45
"VA, Spotsylvania",Virginia,31360,78345,87374,124319,41709,-77.56304899999998,38.290379,1.0,45
"VA, Spotsylvania",Virginia,31360,78345,87374,124319,41709,-77.49589499999998,38.219746,1.0,45
"VA, Loudoun",Virginia,46565,122238,133550,326477,106997,-77.395363,39.031605,1.0,45
"VA, Spotsylvania",Virginia,31360,78345,87374,124319,41709,-77.462547,38.30201,1.0,45
"VA, Richmond County",Virginia,20875,47083,68487,9140,2853,0.0,0.0,0.0,45
"VA, Patrick",Virginia,18860,34864,42547,18445,7846,-80.268242,36.637981,1.0,45
"VA, Fluvanna",Virginia,30881,68288,79101,25860,9462,-78.293312,37.869263,1.0,45
"VA, Chesapeake City",Virginia,29905,69743,80767,225597,79421,0.0,0.0,0.0,45
"VA, Smyth",Virginia,20837,37239,46776,31979,12650,-81.676636,36.80295200000001,1.0,45
"VA, Smyth",Virginia,20837,37239,46776,31979,12650,-81.518051,36.832645,1.0,45
"VA, Frederick",Virginia,30112,68424,76530,79453,29172,-78.17115,39.185226,1.0,45
"VA, Emporia City",Virginia,19710,32155,41429,5773,2488,0.0,0.0,0.0,45
"VA, Goochland",Virginia,45039,80976,92042,21565,8058,-77.88829,37.698311,1.0,45
"VA, Russell",Virginia,19735,33872,43459,28646,11191,0.0,0.0,0.0,45
"VA, Bristol City",Virginia,18820,32221,41025,17713,7674,0.0,0.0,0.0,45
"VA, Floyd",Virginia,21816,44618,50969,15371,6086,-80.31983199999998,36.910606,1.0,45
"VA, Loudoun",Virginia,46565,122238,133550,326477,106997,-77.833366,39.110874,1.0,45
"VA, Loudoun",Virginia,46565,122238,133550,326477,106997,-77.70384200000002,39.136604,1.0,45
"VA, Charlotte",Virginia,18762,33015,43384,12478,4751,0.0,0.0,0.0,45
"VA, Franklin City",Virginia,19588,31928,43780,8539,3551,0.0,0.0,0.0,45
"VA, Tazewell",Virginia,21358,35693,45080,44664,18294,-81.484879,37.124668,1.0,45
"VA, Franklin County",Virginia,24557,45624,55970,56195,23358,0.0,0.0,0.0,45
"VA, Tazewell",Virginia,21358,35693,45080,44664,18294,-81.271622,37.251614,1.0,45
"VA, Orange",Virginia,27655,60287,67802,33934,12621,0.0,0.0,0.0,45
"VA, Charlottesville City",Virginia,27268,44601,65579,43663,17443,0.0,0.0,0.0,45
"VA, Pittsylvania",Virginia,21583,42143,52071,63077,26092,-79.403625,36.864529,1.0,45
"VA, Colonial Heights City",Virginia,27610,50835,66704,17481,7017,0.0,0.0,0.0,45
"VA, King and Queen",Virginia,23868,48372,55182,7020,2863,-77.02310200000002,37.724998,1.0,45
"VA, Prince George",Virginia,24434,63074,70566,36462,10848,-77.287346,37.224537,1.0,45
"VA, Madison",Virginia,27296,53459,60441,13249,5024,-78.262054,38.367031,1.0,45
"VA, Rockingham",Virginia,27298,52195,60869,76885,29440,-78.870888,38.44632,1.0,45
"VA, Rockingham",Virginia,27298,52195,60869,76885,29440,-78.799904,38.611374,1.0,45
"VA, Carroll",Virginia,19385,32853,43349,29979,12572,-80.772835,36.742229,1.0,45
"VA, Culpeper",Virginia,27379,64423,75328,47330,16039,0.0,0.0,0.0,45
"VA, Cumberland",Virginia,21540,40557,49351,9943,4049,0.0,0.0,0.0,45
"VA, Essex",Virginia,21532,44885,53946,11180,4286,-76.859131,37.925415,1.0,45
"VA, Carroll",Virginia,19385,32853,43349,29979,12572,-80.736198,36.76622,1.0,45
"VA, Craig",Virginia,21498,47806,58750,5199,2122,0.0,0.0,0.0,45
"VA, Scott",Virginia,21485,38355,47067,22940,9692,-82.41570300000002,36.751999,1.0,45
"VA, Loudoun",Virginia,46565,122238,133550,326477,106997,-77.7388,38.969002,1.0,45
"VA, Loudoun",Virginia,46565,122238,133550,326477,106997,-77.489594,39.006275,1.0,45
"VA, Middlesex",Virginia,30531,53309,64313,10851,4400,0.0,0.0,0.0,45
"VA, Richmond City",Virginia,27184,40496,48681,207878,84833,-77.453934,37.542027,1.0,45
"VA, Campbell",Virginia,23231,47162,56168,54967,21774,0.0,0.0,0.0,45
"VA, Mathews",Virginia,31342,55192,71441,8943,3856,-76.32159399999998,37.433533,1.0,45
"VA, Roanoke County",Virginia,31728,60795,75860,92824,37928,0.0,0.0,0.0,45
"VA, Petersburg City",Virginia,18936,34424,40559,32326,12456,0.0,0.0,0.0,45
"VA, Powhatan",Virginia,31252,76548,87045,28108,9544,-77.817291,37.522266,1.0,45
"VA, Norfolk City",Virginia,24659,44747,51986,244090,85557,0.0,0.0,0.0,45
"VA, Richmond City",Virginia,27184,40496,48681,207878,84833,-77.482635,37.553692,1.0,45
"VA, Richmond City",Virginia,27184,40496,48681,207878,84833,-77.479782,37.483559,1.0,45
"VA, Richmond City",Virginia,27184,40496,48681,207878,84833,-77.522308,37.573517,1.0,45
"VA, Danville City",Virginia,19626,30786,40768,42996,18659,0.0,0.0,0.0,45
"VA, King William",Virginia,26940,62670,68397,15959,5998,-76.793869,37.538998,1.0,45
"VA, Lexington City",Virginia,14763,36505,57868,7026,1709,0.0,0.0,0.0,45
"VA, Manassas Park City",Virginia,26944,71227,74552,15125,4435,0.0,0.0,0.0,45
"VA, Loudoun",Virginia,46565,122238,133550,326477,106997,-77.565735,39.107555,1.0,45
"VA, Richmond City",Virginia,27184,40496,48681,207878,84833,-77.428368,37.533852,1.0,45
"VA, Fredericksburg City",Virginia,27222,47040,57404,25931,9779,0.0,0.0,0.0,45
"WA, San Juan",Washington,37719,53376,65067,15786,7753,-122.9069,48.696236,1.0,46
"WA, Island",Washington,30941,58455,69775,78806,33096,-122.64764,48.302612,1.0,46
"WA, Island",Washington,30941,58455,69775,78806,33096,-122.68916000000002,48.219315,1.0,46
"WA, San Juan",Washington,37719,53376,65067,15786,7753,-123.01621000000002,48.533741,1.0,46
"WA, Island",Washington,30941,58455,69775,78806,33096,-122.45522,48.241386,1.0,46
"WA, Clallam",Washington,25865,46033,59169,71731,30814,-123.10233,48.079632,1.0,46
"WA, Skamania",Washington,28449,53712,67354,11126,4452,-121.88321,45.69397,1.0,46
"WA, King",Washington,39911,71811,92510,1974567,802606,-122.15699,47.75024000000001,1.0,46
"WA, Chelan",Washington,25893,51354,61230,73047,27220,-120.30786,47.424965,1.0,46
"WA, Clallam",Washington,25865,46033,59169,71731,30814,-123.43095,48.11932,1.0,46
"WA, Island",Washington,30941,58455,69775,78806,33096,-122.47448,48.009171,1.0,46
"WA, King",Washington,39911,71811,92510,1974567,802606,-122.21846,47.298267,1.0,46
"WA, Skagit",Washington,27065,55925,64951,117641,45293,-122.60918,48.516975,1.0,46
"WA, Franklin",Washington,19503,55177,57710,81835,23445,0.0,0.0,0.0,46
"WA, Pend Oreille",Washington,23167,40567,47847,12956,5484,0.0,0.0,0.0,46
"WA, Clark",Washington,27681,58225,68276,432549,158855,-122.67605,45.62608,1.0,46
"WA, Clark",Washington,27681,58225,68276,432549,158855,-122.6714,45.6385,1.0,46
"WA, Clark",Washington,27681,58225,68276,432549,158855,-122.64855,45.720387,1.0,46
"WA, Clark",Washington,27681,58225,68276,432549,158855,-122.65733,45.716862,1.0,46
"WA, Clark",Washington,27681,58225,68276,432549,158855,-122.40217,45.587166,1.0,46
"WA, Yakima",Washington,19433,43506,48946,244654,79679,-120.5014,46.60257,1.0,46
"WA, Asotin",Washington,24659,43175,55321,21802,9058,-117.03992,46.410564,1.0,46
"WA, Yakima",Washington,19433,43506,48946,244654,79679,-120.01294,46.323799,1.0,46
"WA, Yakima",Washington,19433,43506,48946,244654,79679,-120.50278,46.602268,1.0,46
"WA, Spokane",Washington,25661,49233,62589,473832,187572,-117.4127,47.651775,1.0,46
"WA, Spokane",Washington,25661,49233,62589,473832,187572,-117.38982,47.646397,1.0,46
"WA, Spokane",Washington,25661,49233,62589,473832,187572,-117.39,47.646599,1.0,46
"WA, Spokane",Washington,25661,49233,62589,473832,187572,-117.2854,47.68689000000001,1.0,46
"WA, Spokane",Washington,25661,49233,62589,473832,187572,-117.1033,47.67104000000001,1.0,46
"WA, Spokane",Washington,25661,49233,62589,473832,187572,-117.41778,47.768387,1.0,46
"WA, Spokane",Washington,25661,49233,62589,473832,187572,-117.42607,47.679176,1.0,46
"WA, Skagit",Washington,27065,55925,64951,117641,45293,-122.2389,48.50555,1.0,46
"WA, Benton",Washington,28583,60485,72126,178992,65675,-119.2807,46.27412,1.0,46
"WA, Benton",Washington,28583,60485,72126,178992,65675,-119.7653,46.20446,1.0,46
"WA, Grays Harbor",Washington,21828,42405,52948,72092,27396,-123.81641,46.972973,1.0,46
"WA, Grays Harbor",Washington,21828,42405,52948,72092,27396,-124.15628999999998,46.973698,1.0,46
"WA, Skagit",Washington,27065,55925,64951,117641,45293,-122.31183,48.417072,1.0,46
"WA, Lincoln",Washington,25816,47195,60478,10481,4457,-118.15002,47.653904,1.0,46
"WA, Benton",Washington,28583,60485,72126,178992,65675,-119.27423,46.275249,1.0,46
"WA, Chelan",Washington,25893,51354,61230,73047,27220,-120.15598,47.884785,1.0,46
"WA, Whitman",Washington,21208,36257,63713,45512,16624,0.0,0.0,0.0,46
"WA, Ferry",Washington,20052,37571,42164,7623,2951,0.0,0.0,0.0,46
"WA, Columbia",Washington,23814,42519,50956,4027,1651,0.0,0.0,0.0,46
"WA, Walla Walla",Washington,23809,46597,59108,59092,21677,-118.34157,46.066189,1.0,46
"WA, Spokane",Washington,25661,49233,62589,473832,187572,-117.57434,47.489029,1.0,46
"WA, Skagit",Washington,27065,55925,64951,117641,45293,-122.33509,48.555683,1.0,46
"WA, King",Washington,39911,71811,92510,1974567,802606,-122.38467,47.667591,1.0,46
"WA, Kitsap",Washington,31769,62413,74993,252687,97622,-122.51918,47.626022,1.0,46
"WA, King",Washington,39911,71811,92510,1974567,802606,-122.34048,47.466953,1.0,46
"WA, Pierce",Washington,28223,59204,70077,805434,300623,-122.48956,47.27195,1.0,46
"WA, King",Washington,39911,71811,92510,1974567,802606,-122.02148,47.371521,1.0,46
"WA, King",Washington,39911,71811,92510,1974567,802606,-122.23503999999998,47.581951,1.0,46
"WA, King",Washington,39911,71811,92510,1974567,802606,-121.7843,47.490162,1.0,46
"WA, King",Washington,39911,71811,92510,1974567,802606,-122.35329,47.677742,1.0,46
"WA, Kitsap",Washington,31769,62413,74993,252687,97622,-122.58427,47.70809600000001,1.0,46
"WA, Pierce",Washington,28223,59204,70077,805434,300623,-122.20547,47.097923,1.0,46
"WA, King",Washington,39911,71811,92510,1974567,802606,-122.32889,47.610092,1.0,46
"WA, Thurston",Washington,29744,62229,74207,256080,100801,-122.92549,47.045887,1.0,46
"WA, King",Washington,39911,71811,92510,1974567,802606,-121.98598,47.738266,1.0,46
"WA, Pierce",Washington,28223,59204,70077,805434,300623,-122.29449,47.18872800000001,1.0,46
"WA, Okanogan",Washington,20735,40368,47539,41143,15980,-119.53041,48.410618,1.0,46
"WA, King",Washington,39911,71811,92510,1974567,802606,-122.34199,47.609566,1.0,46
"WA, King",Washington,39911,71811,92510,1974567,802606,-122.13733,47.64432100000001,1.0,46
"WA, King",Washington,39911,71811,92510,1974567,802606,-122.33688,47.622597,1.0,46
"WA, Whatcom",Washington,26530,51939,68159,203211,79314,-122.45222,48.944088,1.0,46
"WA, Whatcom",Washington,26530,51939,68159,203211,79314,-122.46966,48.75262100000001,1.0,46
"WA, Klickitat",Washington,22229,41694,48375,20537,8019,-120.81899,45.824612,1.0,46
"WA, Klickitat",Washington,22229,41694,48375,20537,8019,-121.48402,45.727154,1.0,46
"WA, King",Washington,39911,71811,92510,1974567,802606,-122.202,47.625999,1.0,46
"WA, King",Washington,39911,71811,92510,1974567,802606,-122.33289,47.600048,1.0,46
"WA, Lewis",Washington,22212,42860,53627,75419,29527,-122.97013,46.665081,1.0,46
"WA, Okanogan",Washington,20735,40368,47539,41143,15980,-119.5713,48.371864,1.0,46
"WA, Douglas",Washington,22467,51908,55665,38807,13976,0.0,0.0,0.0,46
"WA, Kitsap",Washington,31769,62413,74993,252687,97622,-122.66861000000002,47.651932,1.0,46
"WA, King",Washington,39911,71811,92510,1974567,802606,-121.98746,47.202843,1.0,46
"WA, Kitsap",Washington,31769,62413,74993,252687,97622,-122.62887,47.57425300000001,1.0,46
"WA, Pierce",Washington,28223,59204,70077,805434,300623,-122.441,47.2547,1.0,46
"WA, Pierce",Washington,28223,59204,70077,805434,300623,-122.58104,47.331497,1.0,46
"WA, King",Washington,39911,71811,92510,1974567,802606,-122.31302,47.313385,1.0,46
"WA, King",Washington,39911,71811,92510,1974567,802606,-122.04912,47.550636,1.0,46
"WA, King",Washington,39911,71811,92510,1974567,802606,-122.21564,47.704926,1.0,46
"WA, Cowlitz",Washington,23557,47596,56810,102110,39602,-122.87716,46.127434,1.0,46
"WA, King",Washington,39911,71811,92510,1974567,802606,-122.20882,47.675495,1.0,46
"WA, King",Washington,39911,71811,92510,1974567,802606,-122.29766,47.719292,1.0,46
"WA, Kitsap",Washington,31769,62413,74993,252687,97622,-122.68011,47.650238,1.0,46
"WA, King",Washington,39911,71811,92510,1974567,802606,-122.28033,47.754017,1.0,46
"WA, Kitsap",Washington,31769,62413,74993,252687,97622,-122.49694,47.796177,1.0,46
"WA, King",Washington,39911,71811,92510,1974567,802606,-122.2954,47.612667,1.0,46
"WA, Thurston",Washington,29744,62229,74207,256080,100801,-122.55989,46.932037,1.0,46
"WA, King",Washington,39911,71811,92510,1974567,802606,-122.39963,47.639549,1.0,46
"WA, Pierce",Washington,28223,59204,70077,805434,300623,-122.103,47.0233,1.0,46
"WA, Wahkiakum",Washington,22334,41815,48156,4006,1715,-123.38396000000002,46.181145,1.0,46
"WA, Pierce",Washington,28223,59204,70077,805434,300623,-122.48875,47.198639,1.0,46
"WA, Kitsap",Washington,31769,62413,74993,252687,97622,-122.55871,47.43027100000001,1.0,46
"WA, Kitsap",Washington,31769,62413,74993,252687,97622,-122.63403,47.542164,1.0,46
"WA, Pierce",Washington,28223,59204,70077,805434,300623,-122.59848999999998,47.172775,1.0,46
"WA, Pierce",Washington,28223,59204,70077,805434,300623,-122.48876,47.198555,1.0,46
"WA, Kitsap",Washington,31769,62413,74993,252687,97622,-122.64922,47.740459,1.0,46
"WA, Lewis",Washington,22212,42860,53627,75419,29527,-122.95431,46.71933,1.0,46
"WA, Lewis",Washington,22212,42860,53627,75419,29527,-122.9379,46.492283,1.0,46
"WA, Thurston",Washington,29744,62229,74207,256080,100801,-122.90778,46.985165,1.0,46
"WA, Garfield",Washington,26954,51548,66182,2249,970,0.0,0.0,0.0,46
"WA, King",Washington,39911,71811,92510,1974567,802606,-122.34814,47.743401,1.0,46
"WA, King",Washington,39911,71811,92510,1974567,802606,-122.28615,47.558662,1.0,46
"WA, Stevens",Washington,21986,41742,52410,43513,17684,-117.54539,47.989979,1.0,46
"WA, Snohomish",Washington,31349,68381,80856,724627,268722,-122.38358999999998,47.809986,1.0,46
"WA, Grant",Washington,19738,45949,52848,90202,30012,-119.551,47.3209,1.0,46
"WA, Snohomish",Washington,31349,68381,80856,724627,268722,-122.35207,48.241074,1.0,46
"WA, Stevens",Washington,21986,41742,52410,43513,17684,-117.71523,48.282379,1.0,46
"WA, Pacific",Washington,23888,39830,50919,20781,9366,-124.05397,46.350136,1.0,46
"WA, Snohomish",Washington,31349,68381,80856,724627,268722,-122.1269,48.192879,1.0,46
"WA, Snohomish",Washington,31349,68381,80856,724627,268722,-122.2217,47.782322,1.0,46
"WA, King",Washington,39911,71811,92510,1974567,802606,-122.244,47.497299,1.0,46
"WA, King",Washington,39911,71811,92510,1974567,802606,-122.31303,47.665627,1.0,46
"WA, Kittitas",Washington,22796,42982,63929,41291,16538,-120.99387,47.222755,1.0,46
"WA, Snohomish",Washington,31349,68381,80856,724627,268722,-122.37666000000002,47.811371,1.0,46
"WA, King",Washington,39911,71811,92510,1974567,802606,-122.46075,47.447834,1.0,46
"WA, King",Washington,39911,71811,92510,1974567,802606,-122.46066,47.447823,1.0,46
"WA, King",Washington,39911,71811,92510,1974567,802606,-122.33318,47.663876,1.0,46
"WA, King",Washington,39911,71811,92510,1974567,802606,-122.38678,47.561367,1.0,46
"WA, King",Washington,39911,71811,92510,1974567,802606,-122.1615,47.752979,1.0,46
"WA, Snohomish",Washington,31349,68381,80856,724627,268722,-122.22205,48.000172,1.0,46
"WA, Snohomish",Washington,31349,68381,80856,724627,268722,-122.21592,47.910469,1.0,46
"WA, Mason",Washington,23542,48755,57662,60647,23358,-123.10221,47.214298,1.0,46
"WA, Snohomish",Washington,31349,68381,80856,724627,268722,-122.17757,48.05888,1.0,46
"WA, Snohomish",Washington,31349,68381,80856,724627,268722,-122.09172,47.911644,1.0,46
"WA, Thurston",Washington,29744,62229,74207,256080,100801,-122.90252,47.050426,1.0,46
"WA, Adams",Washington,16940,43926,48121,18802,5738,0.0,0.0,0.0,46
"WA, King",Washington,39911,71811,92510,1974567,802606,-122.32931,47.401657,1.0,46
"WA, Pierce",Washington,28223,59204,70077,805434,300623,-122.40271,47.300823,1.0,46
"WA, Pierce",Washington,28223,59204,70077,805434,300623,-122.586,47.332901,1.0,46
"WA, King",Washington,39911,71811,92510,1974567,802606,-122.12996,47.61974,1.0,46
"WA, King",Washington,39911,71811,92510,1974567,802606,-122.31267,47.615604,1.0,46
"WA, King",Washington,39911,71811,92510,1974567,802606,-121.91242,47.648586,1.0,46
"WA, Pierce",Washington,28223,59204,70077,805434,300623,-122.579,47.302799,1.0,46
"WA, Pierce",Washington,28223,59204,70077,805434,300623,-122.35702,47.230949,1.0,46
"WA, King",Washington,39911,71811,92510,1974567,802606,-122.33036,47.60368,1.0,46
"WA, Thurston",Washington,29744,62229,74207,256080,100801,-122.86037,46.853828,1.0,46
"WA, Pierce",Washington,28223,59204,70077,805434,300623,-122.44077,47.255146,1.0,46
"WA, King",Washington,39911,71811,92510,1974567,802606,-122.3576,47.637173,1.0,46
"WA, King",Washington,39911,71811,92510,1974567,802606,-122.2085,47.480042,1.0,46
"WA, King",Washington,39911,71811,92510,1974567,802606,-122.0356,47.601772,1.0,46
"WA, Jefferson",Washington,28266,46320,62737,29882,13801,-122.78112,48.109264,1.0,46
"WA, Stevens",Washington,21986,41742,52410,43513,17684,-117.90576,48.543274,1.0,46
"WA, Jefferson",Washington,28266,46320,62737,29882,13801,-122.76931,48.011757,1.0,46
"WA, Snohomish",Washington,31349,68381,80856,724627,268722,-121.60796,48.254524,1.0,46
"WA, King",Washington,39911,71811,92510,1974567,802606,-122.30715,47.317963,1.0,46
"WA, Snohomish",Washington,31349,68381,80856,724627,268722,-122.3049,47.948608,1.0,46
"WV, Hancock",West Virginia,23261,38522,49200,30517,12890,-80.587753,40.403774,1.0,47
"WV, Hancock",West Virginia,23261,38522,49200,30517,12890,-80.547096,40.409187,1.0,47
"WV, Roane",West Virginia,17341,28513,38920,14807,5975,-81.255882,38.583305,1.0,47
"WV, Roane",West Virginia,17341,28513,38920,14807,5975,-81.350243,38.803329,1.0,47
"WV, McDowell",West Virginia,14093,22252,30671,21651,8229,0.0,0.0,0.0,47
"WV, Clay",West Virginia,16740,31613,42629,9352,3435,-81.08329,38.459614,1.0,47
"WV, Harrison",West Virginia,23309,43183,54364,69078,27599,-80.554802,39.281799,1.0,47
"WV, Harrison",West Virginia,23309,43183,54364,69078,27599,-80.337585,39.280155,1.0,47
"WV, Cabell",West Virginia,23647,38374,52300,96604,40144,-82.479324,38.411133,1.0,47
"WV, Harrison",West Virginia,23309,43183,54364,69078,27599,-80.28250899999998,39.276375,1.0,47
"WV, Harrison",West Virginia,23309,43183,54364,69078,27599,-80.232079,39.308998,1.0,47
"WV, Summers",West Virginia,17416,33784,44595,13795,5350,0.0,0.0,0.0,47
"WV, Marshall",West Virginia,24329,40681,51779,32840,14042,-80.7257,39.9156,1.0,47
"WV, Doddridge",West Virginia,17334,34817,43622,8213,2778,0.0,0.0,0.0,47
"WV, Roane",West Virginia,17341,28513,38920,14807,5975,-81.40226,38.638496,1.0,47
"WV, Wood",West Virginia,24042,42287,53647,86779,35569,-81.566849,39.265556,1.0,47
"WV, Wood",West Virginia,24042,42287,53647,86779,35569,-81.562492,39.264507,1.0,47
"WV, Grant",West Virginia,20193,41368,51667,11869,4449,0.0,0.0,0.0,47
"WV, Marion",West Virginia,23229,42152,53822,56666,22593,-80.141525,39.485126,1.0,47
"WV, Preston",West Virginia,21457,45413,52128,33666,12697,-79.686531,39.472385,1.0,47
"WV, Boone",West Virginia,21627,42156,54315,24517,9559,0.0,0.0,0.0,47
"WV, Wetzel",West Virginia,21653,37969,49622,16435,6903,-80.85836,39.64601500000001,1.0,47
"WV, Greenbrier",West Virginia,21720,37895,48487,35588,15409,-80.299789,37.794865,1.0,47
"WV, Greenbrier",West Virginia,21720,37895,48487,35588,15409,-80.760056,37.972744,1.0,47
"WV, Greenbrier",West Virginia,21720,37895,48487,35588,15409,-80.461197,37.773701,1.0,47
"WV, Greenbrier",West Virginia,21720,37895,48487,35588,15409,-80.44313000000002,37.80085,1.0,47
"WV, Greenbrier",West Virginia,21720,37895,48487,35588,15409,-80.642021,37.725952,1.0,47
"WV, Hardy",West Virginia,19032,32723,43097,13922,5020,0.0,0.0,0.0,47
"WV, Raleigh",West Virginia,21837,40758,49936,78993,31364,-81.190598,37.817558,1.0,47
"WV, Wirt",West Virginia,21852,34702,43795,5796,2427,0.0,0.0,0.0,47
"WV, Fayette",West Virginia,18685,33771,42182,45889,17250,-81.143242,37.975361,1.0,47
"WV, Fayette",West Virginia,18685,33771,42182,45889,17250,-81.104507,38.056099,1.0,47
"WV, Braxton",West Virginia,18635,31848,43884,14524,5780,0.0,0.0,0.0,47
"WV, Morgan",West Virginia,22312,36046,51724,17502,7343,-78.227531,39.624722,1.0,47
"WV, Lincoln",West Virginia,18458,35487,42293,21660,8416,0.0,0.0,0.0,47
"WV, Berkeley",West Virginia,26264,53515,61575,105812,40447,-78.04274000000002,39.361256,1.0,47
"WV, Jackson",West Virginia,22527,40376,53355,29229,11459,-81.723175,38.820667,1.0,47
"WV, Wyoming County",West Virginia,18377,34454,47602,23479,9101,0.0,0.0,0.0,47
"WV, Brooke",West Virginia,22815,42493,55605,23932,9968,-80.63777900000002,40.251007,1.0,47
"WV, Brooke",West Virginia,22815,42493,55605,23932,9968,-80.59491700000002,40.337917,1.0,47
"WV, Monongalia",West Virginia,25846,44173,68101,98483,36449,-79.953789,39.632706,1.0,47
"WV, Monongalia",West Virginia,25846,44173,68101,98483,36449,-79.95371999999998,39.630482,1.0,47
"WV, Pleasants",West Virginia,21312,41859,57604,7602,2747,-81.205925,39.390827,1.0,47
"WV, Calhoun",West Virginia,18053,31679,41920,7603,3141,-81.09243000000002,38.698875,1.0,47
"WV, Pendleton",West Virginia,21253,34175,47745,7603,3274,0.0,0.0,0.0,47
"WV, Wayne",West Virginia,19497,36964,46749,42007,16555,-82.449669,38.291283,1.0,47
"WV, Monroe",West Virginia,20294,41234,46707,13512,5648,-80.547386,37.58831,1.0,47
"WV, Pocahontas",West Virginia,20373,33779,43975,8723,3694,-80.064301,38.418224,1.0,47
"WV, Pocahontas",West Virginia,20373,33779,43975,8723,3694,-79.840088,38.417549,1.0,47
"WV, Pocahontas",West Virginia,20373,33779,43975,8723,3694,-79.840088,38.417549,1.0,47
"WV, Mercer",West Virginia,20391,34842,44751,62261,25641,-81.313469,37.325146,1.0,47
"WV, Logan",West Virginia,19901,36999,47700,36442,14699,-82.011887,37.934772,1.0,47
"WV, Mingo",West Virginia,20609,35955,47986,26460,10827,-82.276604,37.67041,1.0,47
"WV, Mason",West Virginia,20622,38411,44401,27271,10609,-82.131599,38.834599,1.0,47
"WV, Mason",West Virginia,20622,38411,44401,27271,10609,-81.95030200000002,38.6996,1.0,47
"WV, Mason",West Virginia,20622,38411,44401,27271,10609,-81.858818,38.726185,1.0,47
"WV, Jefferson",West Virginia,29605,65304,77447,54131,19889,-77.806023,39.430504,1.0,47
"WV, Jefferson",West Virginia,29605,65304,77447,54131,19889,-77.825401,39.420399,1.0,47
"WV, Jefferson",West Virginia,29605,65304,77447,54131,19889,-77.85820799999998,39.289097,1.0,47
