County,State,per capita income,median household income,median family income,population,number of households,x,y,Has Market,state_nums
"CA, Ventura",California,32930,76544,86301,829017,267076,-119.05068,34.236389,1.0,4
"CA, Ventura",California,32930,76544,86301,829017,267076,-119.244,34.448898,1.0,4
"CA, Ventura",California,32930,76544,86301,829017,267076,-119.1801,34.198013,1.0,4
"CA, Ventura",California,32930,76544,86301,829017,267076,-119.05067,34.226341,1.0,4
"CA, Yolo",California,27730,55918,74687,202288,70347,-121.77377,38.67923,1.0,4
"CA, Orange",California,34057,75422,84765,3051771,995512,-117.66221000000002,33.500576,1.0,4
"CA, Tehama",California,20439,41924,49018,63241,23374,-122.18543,39.931717,1.0,4
"CA, Tuolumne",California,25943,48426,59152,54728,22025,-120.33807,37.974304,1.0,4
"CA, Orange",California,34057,75422,84765,3051771,995512,-117.74907,33.665240999999995,1.0,4
"CA, Orange",California,34057,75422,84765,3051771,995512,-117.69902,33.467789,1.0,4
"CA, Orange",California,34057,75422,84765,3051771,995512,-117.82346,33.74324,1.0,4
"CA, Orange",California,34057,75422,84765,3051771,995512,-117.99841,33.824345,1.0,4
"CA, Tulare",California,17894,42708,45500,446644,131642,-119.33566,36.229229,1.0,4
"CA, Tulare",California,17894,42708,45500,446644,131642,-119.31406,36.298779,1.0,4
"CA, Tulare",California,17894,42708,45500,446644,131642,-119.29118,36.330257,1.0,4
"CA, Tulare",California,17894,42708,45500,446644,131642,-119.02573,36.06908,1.0,4
"CA, Trinity",California,22905,36890,47349,13638,5668,0.0,0.0,0.0,4
"CA, San Benito",California,25914,66237,71425,56115,16995,-121.40208,36.85146,1.0,4
"CA, Los Angeles",California,27749,55909,62237,9893481,3230383,-118.03819,33.980872999999995,1.0,4
"CA, Mono",California,28046,61757,72237,14217,5268,0.0,0.0,0.0,4
"CA, Yolo",California,27730,55918,74687,202288,70347,-121.74362,38.544151,1.0,4
"CA, Yolo",California,27730,55918,74687,202288,70347,-121.77113,38.56282,1.0,4
"CA, Tuolumne",California,25943,48426,59152,54728,22025,-120.38166,37.983665,1.0,4
"CA, Tuolumne",California,25943,48426,59152,54728,22025,-120.41001,38.02939600000001,1.0,4
"CA, Orange",California,34057,75422,84765,3051771,995512,-117.90601,33.665562,1.0,4
"CA, Alameda",California,35763,72112,88618,1535248,545071,-122.26037,37.839489,1.0,4
"CA, Madera",California,17847,45625,50772,151435,42516,-120.06073,36.960552,1.0,4
"CA, Los Angeles",California,27749,55909,62237,9893481,3230383,-118.19452,33.770351,1.0,4
"CA, Los Angeles",California,27749,55909,62237,9893481,3230383,-118.05786,34.107689,1.0,4
"CA, Los Angeles",California,27749,55909,62237,9893481,3230383,-118.14327,34.69767,1.0,4
"CA, Los Angeles",California,27749,55909,62237,9893481,3230383,-118.24969,34.04081,1.0,4
"CA, Los Angeles",California,27749,55909,62237,9893481,3230383,-118.605,34.090599,1.0,4
"CA, Los Angeles",California,27749,55909,62237,9893481,3230383,-118.32845,33.824944,1.0,4
"CA, Los Angeles",California,27749,55909,62237,9893481,3230383,-118.46578999999998,33.987217,1.0,4
"CA, Los Angeles",California,27749,55909,62237,9893481,3230383,-118.33475,34.039790999999994,1.0,4
"CA, Los Angeles",California,27749,55909,62237,9893481,3230383,-117.92151,34.070599,1.0,4
"CA, Los Angeles",California,27749,55909,62237,9893481,3230383,-118.45068,34.045722999999995,1.0,4
"CA, Los Angeles",California,27749,55909,62237,9893481,3230383,-118.44669,34.061996,1.0,4
"CA, Mendocino",California,23306,43469,54459,87497,33878,-123.368,39.009102,1.0,4
"CA, Mendocino",California,23306,43469,54459,87497,33878,-123.80478,39.445919,1.0,4
"CA, Mendocino",California,23306,43469,54459,87497,33878,-123.48324,39.68145,1.0,4
"CA, Mendocino",California,23306,43469,54459,87497,33878,-123.7974,39.305462,1.0,4
"CA, Mendocino",California,23306,43469,54459,87497,33878,-123.2081,39.1479,1.0,4
"CA, Alameda",California,35763,72112,88618,1535248,545071,-122.27676,37.77424600000001,1.0,4
"CA, Los Angeles",California,27749,55909,62237,9893481,3230383,-118.15728,34.114738,1.0,4
"CA, Los Angeles",California,27749,55909,62237,9893481,3230383,-118.18475,33.942097,1.0,4
"CA, Lassen",California,19931,53107,65616,34018,9945,-120.66077,40.417786,1.0,4
"CA, Los Angeles",California,27749,55909,62237,9893481,3230383,-118.27739,34.090542,1.0,4
"CA, Los Angeles",California,27749,55909,62237,9893481,3230383,-118.24358,33.923534000000004,1.0,4
"CA, Los Angeles",California,27749,55909,62237,9893481,3230383,-118.55624,34.238575,1.0,4
"CA, Los Angeles",California,27749,55909,62237,9893481,3230383,-118.19284,34.110554,1.0,4
"CA, Los Angeles",California,27749,55909,62237,9893481,3230383,-118.51821,34.359772,1.0,4
"CA, Los Angeles",California,27749,55909,62237,9893481,3230383,-118.37373,33.779335,1.0,4
"CA, Los Angeles",California,27749,55909,62237,9893481,3230383,-118.15122,33.891773,1.0,4
"CA, Los Angeles",California,27749,55909,62237,9893481,3230383,-118.14412,34.147659000000004,1.0,4
"CA, Los Angeles",California,27749,55909,62237,9893481,3230383,-118.09177,34.16153,1.0,4
"CA, Alameda",California,35763,72112,88618,1535248,545071,-122.07394,37.692554,1.0,4
"CA, Los Angeles",California,27749,55909,62237,9893481,3230383,-118.14393,34.154388,1.0,4
"CA, Los Angeles",California,27749,55909,62237,9893481,3230383,-118.18468,33.842293,1.0,4
"CA, Los Angeles",California,27749,55909,62237,9893481,3230383,-118.38951000000002,33.836487,1.0,4
"CA, Los Angeles",California,27749,55909,62237,9893481,3230383,-117.80419,34.10775,1.0,4
"CA, Los Angeles",California,27749,55909,62237,9893481,3230383,-118.10654,34.084724,1.0,4
"CA, Los Angeles",California,27749,55909,62237,9893481,3230383,-118.49763,34.017044,1.0,4
"CA, Los Angeles",California,27749,55909,62237,9893481,3230383,-118.48333,34.001457,1.0,4
"CA, Los Angeles",California,27749,55909,62237,9893481,3230383,-118.1116,33.755531,1.0,4
"CA, Los Angeles",California,27749,55909,62237,9893481,3230383,-118.46819,34.021301,1.0,4
"CA, Los Angeles",California,27749,55909,62237,9893481,3230383,-118.42194,33.972626,1.0,4
"CA, Madera",California,17847,45625,50772,151435,42516,-119.70152,37.261925,1.0,4
"CA, Alameda",California,35763,72112,88618,1535248,545071,-122.27279,37.86969000000001,1.0,4
"CA, Alameda",California,35763,72112,88618,1535248,545071,-121.87864,37.710403,1.0,4
"CA, Alpine",California,25527,58636,76645,1165,394,0.0,0.0,0.0,4
"CA, Placer",California,34886,72725,87352,355924,132709,-121.3031,38.741631,1.0,4
"CA, Placer",California,34886,72725,87352,355924,132709,-121.29161,38.892265,1.0,4
"CA, Placer",California,34886,72725,87352,355924,132709,-121.27698999999998,38.86890800000001,1.0,4
"CA, El Dorado",California,34884,69297,85253,180982,67885,-120.97263999999998,38.657726,1.0,4
"CA, El Dorado",California,34884,69297,85253,180982,67885,-121.07549,38.683537,1.0,4
"CA, El Dorado",California,34884,69297,85253,180982,67885,-120.82776,38.728287,1.0,4
"CA, El Dorado",California,34884,69297,85253,180982,67885,-120.70381,38.737782,1.0,4
"CA, El Dorado",California,34884,69297,85253,180982,67885,-120.8012,38.72897,1.0,4
"CA, El Dorado",California,34884,69297,85253,180982,67885,-120.79628999999998,38.72906500000001,1.0,4
"CA, El Dorado",California,34884,69297,85253,180982,67885,-120.80352,38.727844,1.0,4
"CA, El Dorado",California,34884,69297,85253,180982,67885,-119.97997,38.929443,1.0,4
"CA, El Dorado",California,34884,69297,85253,180982,67885,-121.06591,38.65081,1.0,4
"CA, Napa",California,34795,70443,79700,137837,49431,-122.58023,38.578831,1.0,4
"CA, Napa",California,34795,70443,79700,137837,49431,-122.46326,38.501106,1.0,4
"CA, Napa",California,34795,70443,79700,137837,49431,-122.27958999999998,38.282917,1.0,4
"CA, Napa",California,34795,70443,79700,137837,49431,-122.46545,38.49247,1.0,4
"CA, Los Angeles",California,27749,55909,62237,9893481,3230383,-118.04433,33.953159,1.0,4
"CA, Alameda",California,35763,72112,88618,1535248,545071,-122.07821,37.596485,1.0,4
"CA, Ventura",California,32930,76544,86301,829017,267076,-119.05094,34.245834,1.0,4
"CA, Alameda",California,35763,72112,88618,1535248,545071,-122.27192,37.847759,1.0,4
"CA, Alameda",California,35763,72112,88618,1535248,545071,-122.26179,37.838856,1.0,4
"CA, Alameda",California,35763,72112,88618,1535248,545071,-122.24784,37.810543,1.0,4
"CA, Alameda",California,35763,72112,88618,1535248,545071,-122.08496,37.671387,1.0,4
"CA, Alameda",California,35763,72112,88618,1535248,545071,-121.96358,37.532944,1.0,4
"CA, Alameda",California,35763,72112,88618,1535248,545071,-122.27445,37.794395,1.0,4
"CA, Alameda",California,35763,72112,88618,1535248,545071,-121.97504,37.551979,1.0,4
"CA, Alameda",California,35763,72112,88618,1535248,545071,-122.09496,37.630604,1.0,4
"CA, Alameda",California,35763,72112,88618,1535248,545071,-122.25652,37.824623,1.0,4
"CA, Alameda",California,35763,72112,88618,1535248,545071,-122.15361,37.722351,1.0,4
"CA, Alameda",California,35763,72112,88618,1535248,545071,-122.08324,37.605675,1.0,4
"CA, Alameda",California,35763,72112,88618,1535248,545071,-121.77205,37.682602,1.0,4
"CA, Alameda",California,35763,72112,88618,1535248,545071,-122.21053,37.826233,1.0,4
"CA, Alameda",California,35763,72112,88618,1535248,545071,-121.99825,37.525398,1.0,4
"CA, Alameda",California,35763,72112,88618,1535248,545071,-122.26924,37.880234,1.0,4
"CA, Alameda",California,35763,72112,88618,1535248,545071,-122.27676,37.843822,1.0,4
"CA, Alameda",California,35763,72112,88618,1535248,545071,-122.27325,37.800873,1.0,4
"CA, Alameda",California,35763,72112,88618,1535248,545071,-121.87642,37.659492,1.0,4
"CA, Alameda",California,35763,72112,88618,1535248,545071,-122.12517,37.702084,1.0,4
"CA, Alameda",California,35763,72112,88618,1535248,545071,-121.76855,37.679543,1.0,4
"CA, Ventura",California,32930,76544,86301,829017,267076,-118.71809,34.285294,1.0,4
"CA, Kern",California,20295,48552,52618,848204,255271,-119.27177,35.500515,1.0,4
"CA, Ventura",California,32930,76544,86301,829017,267076,-119.29591,34.279736,1.0,4
"CA, San Diego",California,30668,62962,73495,3138265,1076483,-117.16826,32.72298,1.0,4
"CA, San Diego",California,30668,62962,73495,3138265,1076483,-117.16835,32.722618,1.0,4
"CA, San Diego",California,30668,62962,73495,3138265,1076483,-117.13006,32.747341,1.0,4
"CA, San Diego",California,30668,62962,73495,3138265,1076483,-117.0671,33.067039,1.0,4
"CA, San Diego",California,30668,62962,73495,3138265,1076483,-117.25016,32.746189,1.0,4
"CA, San Diego",California,30668,62962,73495,3138265,1076483,-117.38026,33.196762,1.0,4
"CA, San Diego",California,30668,62962,73495,3138265,1076483,-117.38107,33.196209,1.0,4
"CA, San Diego",California,30668,62962,73495,3138265,1076483,-117.03614,32.969288,1.0,4
"CA, San Diego",California,30668,62962,73495,3138265,1076483,-117.25452,32.791939,1.0,4
"CA, San Diego",California,30668,62962,73495,3138265,1076483,-117.25365,32.796951,1.0,4
"CA, San Diego",California,30668,62962,73495,3138265,1076483,-117.09361,32.706661,1.0,4
"CA, San Diego",California,30668,62962,73495,3138265,1076483,-116.8821,33.034481,1.0,4
"CA, San Diego",California,30668,62962,73495,3138265,1076483,-117.04665,33.032749,1.0,4
"CA, San Diego",California,30668,62962,73495,3138265,1076483,-117.19659,32.989811,1.0,4
"CA, San Diego",California,30668,62962,73495,3138265,1076483,-117.16756,32.721931,1.0,4
"CA, Los Angeles",California,27749,55909,62237,9893481,3230383,-118.35121,34.094059,1.0,4
"CA, San Diego",California,30668,62962,73495,3138265,1076483,-117.19093,33.135684999999995,1.0,4
"CA, San Diego",California,30668,62962,73495,3138265,1076483,-117.17072,32.785137,1.0,4
"CA, San Diego",California,30668,62962,73495,3138265,1076483,-116.99924,32.852135,1.0,4
"CA, San Diego",California,30668,62962,73495,3138265,1076483,-117.02213,32.767139,1.0,4
"CA, San Diego",California,30668,62962,73495,3138265,1076483,-117.162,32.715,1.0,4
"CA, Los Angeles",California,27749,55909,62237,9893481,3230383,-118.21519,34.072899,1.0,4
"CA, Los Angeles",California,27749,55909,62237,9893481,3230383,-118.1609,34.033489,1.0,4
"CA, Mariposa",California,26988,49820,62278,18061,7238,-119.9664,37.484409,1.0,4
"CA, Los Angeles",California,27749,55909,62237,9893481,3230383,-118.16856,34.031506,1.0,4
"CA, Los Angeles",California,27749,55909,62237,9893481,3230383,-118.25863,34.076885,1.0,4
"CA, Del Norte",California,19072,37909,51470,28357,9593,0.0,0.0,0.0,4
"CA, Los Angeles",California,27749,55909,62237,9893481,3230383,-118.51286,34.18623,1.0,4
"CA, San Diego",California,30668,62962,73495,3138265,1076483,-117.10152,32.747829,1.0,4
"CA, San Diego",California,30668,62962,73495,3138265,1076483,-117.17547,32.829628,1.0,4
"CA, San Diego",California,30668,62962,73495,3138265,1076483,-117.16773,32.697826,1.0,4
"CA, San Diego",California,30668,62962,73495,3138265,1076483,-116.96023999999998,32.794701,1.0,4
"CA, San Diego",California,30668,62962,73495,3138265,1076483,-117.29256,33.043816,1.0,4
"CA, San Diego",California,30668,62962,73495,3138265,1076483,-117.07901,33.123065999999994,1.0,4
"CA, Los Angeles",California,27749,55909,62237,9893481,3230383,-118.2565,34.013073,1.0,4
"CA, San Diego",California,30668,62962,73495,3138265,1076483,-117.25111,33.381645,1.0,4
"CA, San Diego",California,30668,62962,73495,3138265,1076483,-117.13455,32.717921999999994,1.0,4
"CA, San Diego",California,30668,62962,73495,3138265,1076483,-117.14925,32.750603000000005,1.0,4
"CA, San Diego",California,30668,62962,73495,3138265,1076483,-117.13197,32.579556,1.0,4
"CA, San Diego",California,30668,62962,73495,3138265,1076483,-117.0955,32.935539,1.0,4
"CA, San Diego",California,30668,62962,73495,3138265,1076483,-117.2692,32.987194,1.0,4
"CA, San Diego",California,30668,62962,73495,3138265,1076483,-117.23615,32.878532,1.0,4
"CA, Los Angeles",California,27749,55909,62237,9893481,3230383,-118.43006,34.220673,1.0,4
"CA, San Luis Obispo",California,29954,58697,74885,272094,102154,-120.67078,35.247383,1.0,4
"CA, San Luis Obispo",California,29954,58697,74885,272094,102154,-120.55231,35.03054,1.0,4
"CA, San Luis Obispo",California,29954,58697,74885,272094,102154,-120.697,35.695801,1.0,4
"CA, San Luis Obispo",California,29954,58697,74885,272094,102154,-120.659,35.644699,1.0,4
"CA, San Luis Obispo",California,29954,58697,74885,272094,102154,-120.691,35.625801,1.0,4
"CA, San Luis Obispo",California,29954,58697,74885,272094,102154,-120.8409,35.328156,1.0,4
"CA, Solano",California,28929,67177,76932,417258,141464,-122.16119,38.046215,1.0,4
"CA, Colusa",California,21579,52158,56830,21366,6853,0.0,0.0,0.0,4
"CA, Santa Barbara",California,30352,62779,72602,427288,141720,-119.695,34.419899,1.0,4
"CA, Santa Barbara",California,30352,62779,72602,427288,141720,-119.697,34.417702,1.0,4
"CA, Santa Barbara",California,30352,62779,72602,427288,141720,-119.872,34.429298,1.0,4
"CA, Santa Barbara",California,30352,62779,72602,427288,141720,-120.46873,34.699856,1.0,4
"CA, Los Angeles",California,27749,55909,62237,9893481,3230383,-118.35193,33.961208,1.0,4
"CA, Amador",California,27347,53684,68593,37422,14262,-120.84771,38.481247,1.0,4
"CA, Amador",California,27347,53684,68593,37422,14262,-120.7741,38.348801,1.0,4
"CA, Amador",California,27347,53684,68593,37422,14262,-120.7741,38.348801,1.0,4
"CA, Los Angeles",California,27749,55909,62237,9893481,3230383,-118.58972,34.170914,1.0,4
"CA, Los Angeles",California,27749,55909,62237,9893481,3230383,-118.20483,33.97298,1.0,4
"CA, Los Angeles",California,27749,55909,62237,9893481,3230383,-118.29374,33.790081,1.0,4
"CA, Los Angeles",California,27749,55909,62237,9893481,3230383,-118.37527,34.038658,1.0,4
"CA, San Diego",California,30668,62962,73495,3138265,1076483,-117.22219,32.858891,1.0,4
"CA, San Diego",California,30668,62962,73495,3138265,1076483,-117.25581,33.191029,1.0,4
"CA, San Diego",California,30668,62962,73495,3138265,1076483,-117.14284,33.232552,1.0,4
"CA, Yuba",California,19244,44902,50648,72574,24300,-121.28316,39.457104,1.0,4
"CA, Stanislaus",California,21663,49297,55432,518321,166883,-120.9878,37.610355,1.0,4
"CA, Stanislaus",California,21663,49297,55432,518321,166883,-121.14258,37.466122,1.0,4
"CA, Stanislaus",California,21663,49297,55432,518321,166883,-120.95276,37.73275,1.0,4
"CA, Los Angeles",California,27749,55909,62237,9893481,3230383,-118.354,33.898201,1.0,4
"CA, Los Angeles",California,27749,55909,62237,9893481,3230383,-118.30814,34.101398,1.0,4
"CA, Inyo",California,27441,44796,70185,18482,7873,-118.39743,37.36211,1.0,4
"CA, Los Angeles",California,27749,55909,62237,9893481,3230383,-118.37714,34.04435,1.0,4
"CA, Lake",California,21537,36548,48323,64260,26505,-122.91374,39.043568,1.0,4
"CA, Los Angeles",California,27749,55909,62237,9893481,3230383,-118.40134,33.861973,1.0,4
"CA, Lake",California,21537,36548,48323,64260,26505,-122.87534,38.992592,1.0,4
"CA, Los Angeles",California,27749,55909,62237,9893481,3230383,-118.25014,34.047709999999995,1.0,4
"CA, Los Angeles",California,27749,55909,62237,9893481,3230383,-118.3283,34.099861,1.0,4
"CA, Lake",California,21537,36548,48323,64260,26505,-122.63641,38.948895,1.0,4
"CA, Plumas",California,29806,45794,55183,19586,8997,-120.95017,39.937092,1.0,4
"CA, Los Angeles",California,27749,55909,62237,9893481,3230383,-118.14222,33.852829,1.0,4
"CA, Los Angeles",California,27749,55909,62237,9893481,3230383,-118.21162,34.139454,1.0,4
"CA, Los Angeles",California,27749,55909,62237,9893481,3230383,-118.33522,34.010834,1.0,4
"CA, Los Angeles",California,27749,55909,62237,9893481,3230383,-118.22398,33.897919,1.0,4
"CA, San Bernardino",California,21332,54090,59294,2056915,603879,-117.25763,34.473755,1.0,4
"CA, Kern",California,20295,48552,52618,848204,255271,-118.44044,35.710346,1.0,4
"CA, Kings",California,18429,48133,50489,151806,40785,-119.64726,36.32637800000001,1.0,4
"CA, Kern",California,20295,48552,52618,848204,255271,-119.025,35.38857700000001,1.0,4
"CA, Solano",California,28929,67177,76932,417258,141464,-122.0419,38.249226,1.0,4
"CA, Siskiyou",California,22293,37709,47183,44503,19417,-122.3134,41.314308,1.0,4
"CA, Nevada County",California,32346,57353,70148,98509,40991,0.0,0.0,0.0,4
"CA, Siskiyou",California,22293,37709,47183,44503,19417,-122.38422,41.42804,1.0,4
"CA, Siskiyou",California,22293,37709,47183,44503,19417,-122.64014,41.70702,1.0,4
"CA, San Bernardino",California,21332,54090,59294,2056915,603879,-117.53232,34.11087,1.0,4
"CA, Santa Cruz",California,32295,66519,80899,264808,93504,-121.92704,36.987274,1.0,4
"CA, Santa Cruz",California,32295,66519,80899,264808,93504,-122.02704,36.97247700000001,1.0,4
"CA, San Bernardino",California,21332,54090,59294,2056915,603879,-117.4865,34.040714,1.0,4
"CA, Santa Cruz",California,32295,66519,80899,264808,93504,-122.07381,37.048107,1.0,4
"CA, Santa Cruz",California,32295,66519,80899,264808,93504,-121.99042,36.963642,1.0,4
"CA, Santa Cruz",California,32295,66519,80899,264808,93504,-122.02821000000002,37.050323,1.0,4
"CA, Santa Cruz",California,32295,66519,80899,264808,93504,-122.057,36.959801,1.0,4
"CA, Modoc",California,21200,36212,46268,9468,3983,-120.17165,41.527752,1.0,4
"CA, Yolo",California,27730,55918,74687,202288,70347,-121.52332,38.581497,1.0,4
"CA, Yolo",California,27730,55918,74687,202288,70347,-121.74993,38.54303,1.0,4
"CA, Sonoma",California,32835,63356,75896,487469,185660,-122.81374,38.548843,1.0,4
"CA, San Joaquin",California,22589,53380,59900,693177,215563,-121.28769,37.953072,1.0,4
"CA, San Joaquin",California,22589,53380,59900,693177,215563,-121.31849,38.001427,1.0,4
"CA, San Joaquin",California,22589,53380,59900,693177,215563,-121.30855,37.99749,1.0,4
"CA, Sonoma",California,32835,63356,75896,487469,185660,-123.01727,38.805805,1.0,4
"CA, Sonoma",California,32835,63356,75896,487469,185660,-122.7073,38.326546,1.0,4
"CA, Sonoma",California,32835,63356,75896,487469,185660,-122.87221,38.611118,1.0,4
"CA, Sonoma",California,32835,63356,75896,487469,185660,-122.87254,38.61198,1.0,4
"CA, Sonoma",California,32835,63356,75896,487469,185660,-122.94751,38.406803,1.0,4
"CA, Glenn",California,22148,43023,51705,28054,9628,-122.19392,39.520618,1.0,4
"CA, Sonoma",California,32835,63356,75896,487469,185660,-122.6368,38.231796,1.0,4
"CA, Sonoma",California,32835,63356,75896,487469,185660,-122.70395,38.349285,1.0,4
"CA, Sonoma",California,32835,63356,75896,487469,185660,-122.71443,38.440468,1.0,4
"CA, Sonoma",California,32835,63356,75896,487469,185660,-122.7002,38.434437,1.0,4
"CA, Sonoma",California,32835,63356,75896,487469,185660,-122.71359,38.44067800000001,1.0,4
"CA, Sonoma",California,32835,63356,75896,487469,185660,-122.6309,38.252338,1.0,4
"CA, Sonoma",California,32835,63356,75896,487469,185660,-122.48206,38.314331,1.0,4
"CA, Sonoma",California,32835,63356,75896,487469,185660,-122.45781,38.292175,1.0,4
"CA, Sonoma",California,32835,63356,75896,487469,185660,-122.72124,38.437592,1.0,4
"CA, Sonoma",California,32835,63356,75896,487469,185660,-122.6371,38.233364,1.0,4
"CA, Ventura",California,32930,76544,86301,829017,267076,-118.88376,34.181412,1.0,4
"CA, Fresno",California,20208,45563,50884,939605,289811,-119.79053,36.731953,1.0,4
"CA, Fresno",California,20208,45563,50884,939605,289811,-119.55738,36.706333,1.0,4
"CA, Sacramento",California,26739,55064,64154,1435207,517243,-121.45786,38.576126,1.0,4
"CA, Sacramento",California,26739,55064,64154,1435207,517243,-121.45769,38.630951,1.0,4
"CA, San Bernardino",California,21332,54090,59294,2056915,603879,-116.43214,34.121082,1.0,4
"CA, San Bernardino",California,21332,54090,59294,2056915,603879,-117.18092,34.057078999999995,1.0,4
"CA, San Bernardino",California,21332,54090,59294,2056915,603879,-117.18144,34.05645,1.0,4
"CA, San Bernardino",California,21332,54090,59294,2056915,603879,-117.69164,34.074043,1.0,4
"CA, San Bernardino",California,21332,54090,59294,2056915,603879,-116.31825,34.134945,1.0,4
